Source,Site,Month,Year,Parameter,Value,Units,Total Depth,Sample Depth
BBAP,BB14,2,2019,TP,0.013,mg/L,,
BBAP,DM08,2,2019,TP,0.013,mg/L,,
BBAP,DM28,2,2019,TP,0.014,mg/L,,
BBAP,JFK03,2,2019,TP,0.012,mg/L,,
BBAP,JT29,2,2019,TP,0.014,mg/L,,
BBAP,JT61,2,2019,TP,0.013,mg/L,,
BBAP,JT66,2,2019,TP,0.014,mg/L,,
BBAP,JT71,2,2019,TP,0.012,mg/L,,
BBAP,LR03,2,2019,TP,0.029,mg/L,,
BBAP,VR01,2,2019,TP,0.014,mg/L,,
BBAP,VR11,2,2019,TP,0.015,mg/L,,
BBAP,WQ01,2,2019,TP,0.011,mg/L,,
BBAP,WQ02,2,2019,TP,0.011,mg/L,,
BBAP,WQ03,2,2019,TP,0.014,mg/L,,
BBAP,WQ04,2,2019,TP,0.012,mg/L,,
BBAP,WQ05,2,2019,TP,0.012,mg/L,,
BBAP,BB14,4,2019,TP,0.008,mg/L,,
BBAP,DM08,4,2019,TP,0.014,mg/L,,
BBAP,DM28,4,2019,TP,0.011,mg/L,,
BBAP,JFK03,4,2019,TP,0.012,mg/L,,
BBAP,JT29,4,2019,TP,0.008,mg/L,,
BBAP,JT61,4,2019,TP,0.011,mg/L,,
BBAP,JT66,4,2019,TP,0.011,mg/L,,
BBAP,JT71,4,2019,TP,0.011,mg/L,,
BBAP,LR03,4,2019,TP,0.017,mg/L,,
BBAP,LR03,4,2019,TP,0.026,mg/L,,
BBAP,VR01,4,2019,TP,0.015,mg/L,,
BBAP,VR11,4,2019,TP,0.01,mg/L,,
BBAP,WQ01,4,2019,TP,0.017,mg/L,,
BBAP,WQ02,4,2019,TP,0.01,mg/L,,
BBAP,WQ03,4,2019,TP,0.011,mg/L,,
BBAP,WQ04,4,2019,TP,0.013,mg/L,,
BBAP,WQ05,4,2019,TP,0.01,mg/L,,
BBAP,BB14,5,2019,TP,0.012,mg/L,,
BBAP,DM08,5,2019,TP,0.02,mg/L,,
BBAP,DM28,5,2019,TP,0.015,mg/L,,
BBAP,JFK03,5,2019,TP,0.011,mg/L,,
BBAP,JT29,5,2019,TP,0.014,mg/L,,
BBAP,JT61,5,2019,TP,0.013,mg/L,,
BBAP,JT66,5,2019,TP,0.011,mg/L,,
BBAP,JT71,5,2019,TP,0.012,mg/L,,
BBAP,LR03,5,2019,TP,0.039,mg/L,,
BBAP,LR03,5,2019,TP,0.043,mg/L,,
BBAP,VR01,5,2019,TP,0.013,mg/L,,
BBAP,VR11,5,2019,TP,0.013,mg/L,,
BBAP,WQ01,5,2019,TP,0.015,mg/L,,
BBAP,WQ02,5,2019,TP,0.015,mg/L,,
BBAP,WQ03,5,2019,TP,0.014,mg/L,,
BBAP,WQ04,5,2019,TP,0.014,mg/L,,
BBAP,WQ05,5,2019,TP,0.016,mg/L,,
BBAP,BB14,6,2019,TP,0.008,mg/L,,
BBAP,DM28,6,2019,TP,0.019,mg/L,,
BBAP,DM28,6,2019,TP,0.009,mg/L,,
BBAP,JFK03,6,2019,TP,0.012,mg/L,,
BBAP,JFK03,6,2019,TP,0.008,mg/L,,
BBAP,JT29,6,2019,TP,0.009,mg/L,,
BBAP,JT61,6,2019,TP,0.01,mg/L,,
BBAP,JT61,6,2019,TP,0.008,mg/L,,
BBAP,JT66,6,2019,TP,0.008,mg/L,,
BBAP,JT71,6,2019,TP,0.007,mg/L,,
BBAP,LR03,6,2019,TP,0.055,mg/L,,
BBAP,LR03,6,2019,TP,0.049,mg/L,,
BBAP,LR03,6,2019,TP,0.025,mg/L,,
BBAP,LR03,6,2019,TP,0.026,mg/L,,
BBAP,VR01,6,2019,TP,0.008,mg/L,,
BBAP,VR11,6,2019,TP,0.009,mg/L,,
BBAP,VR11,6,2019,TP,0.009,mg/L,,
BBAP,WQ01,6,2019,TP,0.011,mg/L,,
BBAP,WQ01,6,2019,TP,0.01,mg/L,,
BBAP,WQ02,6,2019,TP,0.008,mg/L,,
BBAP,WQ03,6,2019,TP,0.007,mg/L,,
BBAP,WQ04,6,2019,TP,0.009,mg/L,,
BBAP,WQ05,6,2019,TP,0.008,mg/L,,
BBAP,BB14,7,2019,TP,0.007,mg/L,,
BBAP,JT29,7,2019,TP,0.009,mg/L,,
BBAP,JT66,7,2019,TP,0.007,mg/L,,
BBAP,JT71,7,2019,TP,0.007,mg/L,,
BBAP,VR01,7,2019,TP,0.008,mg/L,,
BBAP,WQ02,7,2019,TP,0.008,mg/L,,
BBAP,WQ03,7,2019,TP,0.01,mg/L,,
BBAP,WQ04,7,2019,TP,0.015,mg/L,,
BBAP,WQ05,7,2019,TP,0.01,mg/L,,
BBAP,BB14,8,2019,TP,0.008,mg/L,,
BBAP,DM08,8,2019,TP,0.016,mg/L,,
BBAP,DM28,8,2019,TP,0.011,mg/L,,
BBAP,JFK03,8,2019,TP,0.012,mg/L,,
BBAP,JT29,8,2019,TP,0.011,mg/L,,
BBAP,JT61,8,2019,TP,0.009,mg/L,,
BBAP,JT66,8,2019,TP,0.008,mg/L,,
BBAP,JT71,8,2019,TP,0.007,mg/L,,
BBAP,LR03,8,2019,TP,0.073,mg/L,,
BBAP,LR03,8,2019,TP,0.064,mg/L,,
BBAP,VR01,8,2019,TP,0.009,mg/L,,
BBAP,VR11,8,2019,TP,0.008,mg/L,,
BBAP,WQ01,8,2019,TP,0.011,mg/L,,
BBAP,WQ02,8,2019,TP,0.012,mg/L,,
BBAP,WQ03,8,2019,TP,0.039,mg/L,,
BBAP,WQ04,8,2019,TP,0.009,mg/L,,
BBAP,WQ05,8,2019,TP,0.01,mg/L,,
BBAP,BB14,9,2019,TP,0.011,mg/L,,
BBAP,DM08,9,2019,TP,0.015,mg/L,,
BBAP,DM28,9,2019,TP,0.016,mg/L,,
BBAP,JFK03,9,2019,TP,0.013,mg/L,,
BBAP,JT29,9,2019,TP,0.014,mg/L,,
BBAP,JT61,9,2019,TP,0.011,mg/L,,
BBAP,JT66,9,2019,TP,0.011,mg/L,,
BBAP,JT71,9,2019,TP,0.01,mg/L,,
BBAP,LR03,9,2019,TP,0.034,mg/L,,
BBAP,LR03,9,2019,TP,0.042,mg/L,,
BBAP,VR01,9,2019,TP,0.011,mg/L,,
BBAP,VR11,9,2019,TP,0.012,mg/L,,
BBAP,WQ01,9,2019,TP,0.015,mg/L,,
BBAP,WQ02,9,2019,TP,0.01,mg/L,,
BBAP,WQ03,9,2019,TP,0.025,mg/L,,
BBAP,WQ04,9,2019,TP,0.011,mg/L,,
BBAP,WQ05,9,2019,TP,0.011,mg/L,,
BBAP,BB14,10,2019,TP,0.008,mg/L,,
BBAP,DM08,10,2019,TP,0.012,mg/L,,
BBAP,DM28,10,2019,TP,0.01,mg/L,,
BBAP,JFK03,10,2019,TP,0.013,mg/L,,
BBAP,JT29,10,2019,TP,0.01,mg/L,,
BBAP,JT61,10,2019,TP,0.009,mg/L,,
BBAP,JT66,10,2019,TP,0.01,mg/L,,
BBAP,JT71,10,2019,TP,0.009,mg/L,,
BBAP,LR03,10,2019,TP,0.048,mg/L,,
BBAP,LR03,10,2019,TP,0.03,mg/L,,
BBAP,VR01,10,2019,TP,0.011,mg/L,,
BBAP,VR11,10,2019,TP,0.01,mg/L,,
BBAP,WQ01,10,2019,TP,0.015,mg/L,,
BBAP,WQ02,10,2019,TP,0.014,mg/L,,
BBAP,WQ03,10,2019,TP,0.011,mg/L,,
BBAP,WQ04,10,2019,TP,0.012,mg/L,,
BBAP,WQ05,10,2019,TP,0.016,mg/L,,
BBAP,BB14,11,2019,TP,0.007,mg/L,,
BBAP,DM08,11,2019,TP,0.01,mg/L,,
BBAP,DM28,11,2019,TP,0.012,mg/L,,
BBAP,JFK03,11,2019,TP,0.009,mg/L,,
BBAP,JT29,11,2019,TP,0.006,mg/L,,
BBAP,JT61,11,2019,TP,0.009,mg/L,,
BBAP,JT66,11,2019,TP,0.01,mg/L,,
BBAP,JT71,11,2019,TP,0.008,mg/L,,
BBAP,LR03,11,2019,TP,0.025,mg/L,,
BBAP,LR03,11,2019,TP,0.032,mg/L,,
BBAP,VR01,11,2019,TP,0.01,mg/L,,
BBAP,VR11,11,2019,TP,0.009,mg/L,,
BBAP,WQ01,11,2019,TP,0.014,mg/L,,
BBAP,WQ02,11,2019,TP,0.008,mg/L,,
BBAP,WQ03,11,2019,TP,0.014,mg/L,,
BBAP,WQ04,11,2019,TP,0.012,mg/L,,
BBAP,WQ05,11,2019,TP,0.011,mg/L,,
BBAP,BB14,12,2019,TP,0.009,mg/L,,
BBAP,DM08,12,2019,TP,0.009,mg/L,,
BBAP,DM28,12,2019,TP,0.009,mg/L,,
BBAP,JFK03,12,2019,TP,0.011,mg/L,,
BBAP,JT29,12,2019,TP,0.009,mg/L,,
BBAP,JT61,12,2019,TP,0.009,mg/L,,
BBAP,JT66,12,2019,TP,0.01,mg/L,,
BBAP,JT71,12,2019,TP,0.008,mg/L,,
BBAP,LR03,12,2019,TP,0.023,mg/L,,
BBAP,LR03,12,2019,TP,0.021,mg/L,,
BBAP,VR01,12,2019,TP,0.01,mg/L,,
BBAP,VR11,12,2019,TP,0.008,mg/L,,
BBAP,WQ01,12,2019,TP,0.01,mg/L,,
BBAP,WQ02,12,2019,TP,0.011,mg/L,,
BBAP,WQ03,12,2019,TP,0.011,mg/L,,
BBAP,WQ04,12,2019,TP,0.009,mg/L,,
BBAP,WQ05,12,2019,TP,0.01,mg/L,,
BBAP,BB14,1,2020,TP,0.007,mg/L,,
BBAP,DM08,1,2020,TP,0.014,mg/L,,
BBAP,DM28,1,2020,TP,0.01,mg/L,,
BBAP,JFK03,1,2020,TP,0.009,mg/L,,
BBAP,JT29,1,2020,TP,0.009,mg/L,,
BBAP,JT61,1,2020,TP,0.007,mg/L,,
BBAP,JT66,1,2020,TP,0.008,mg/L,,
BBAP,JT71,1,2020,TP,0.008,mg/L,,
BBAP,LR03,1,2020,TP,0.03,mg/L,,
BBAP,LR03,1,2020,TP,0.031,mg/L,,
BBAP,VR01,1,2020,TP,0.009,mg/L,,
BBAP,VR11,1,2020,TP,0.013,mg/L,,
BBAP,WQ01,1,2020,TP,0.008,mg/L,,
BBAP,WQ02,1,2020,TP,0.009,mg/L,,
BBAP,WQ03,1,2020,TP,0.014,mg/L,,
BBAP,WQ04,1,2020,TP,0.012,mg/L,,
BBAP,WQ05,1,2020,TP,0.01,mg/L,,
BBAP,BB14,2,2020,TP,0.008,mg/L,,
BBAP,DM08,2,2020,TP,0.017,mg/L,,
BBAP,DM28,2,2020,TP,0.008,mg/L,,
BBAP,JFK03,2,2020,TP,0.008,mg/L,,
BBAP,JT29,2,2020,TP,0.009,mg/L,,
BBAP,JT61,2,2020,TP,0.007,mg/L,,
BBAP,JT66,2,2020,TP,0.006,mg/L,,
BBAP,JT71,2,2020,TP,0.006,mg/L,,
BBAP,LR03,2,2020,TP,0.028,mg/L,,
BBAP,LR03,2,2020,TP,0.035,mg/L,,
BBAP,VR01,2,2020,TP,0.009,mg/L,,
BBAP,VR11,2,2020,TP,0.007,mg/L,,
BBAP,WQ01,2,2020,TP,0.012,mg/L,,
BBAP,WQ02,2,2020,TP,0.01,mg/L,,
BBAP,WQ03,2,2020,TP,0.011,mg/L,,
BBAP,WQ04,2,2020,TP,0.011,mg/L,,
BBAP,WQ05,2,2020,TP,0.007,mg/L,,
BBAP,BB14,3,2020,TP,0.007,mg/L,,
BBAP,DM08,3,2020,TP,0.01,mg/L,,
BBAP,DM28,3,2020,TP,0.009,mg/L,,
BBAP,JFK03,3,2020,TP,0.01,mg/L,,
BBAP,JT29,3,2020,TP,0.008,mg/L,,
BBAP,JT61,3,2020,TP,0.008,mg/L,,
BBAP,JT66,3,2020,TP,0.006,mg/L,,
BBAP,JT71,3,2020,TP,0.006,mg/L,,
BBAP,LR03,3,2020,TP,0.017,mg/L,,
BBAP,LR03,3,2020,TP,0.022,mg/L,,
BBAP,VR01,3,2020,TP,0.002,mg/L,,
BBAP,VR11,3,2020,TP,0.008,mg/L,,
BBAP,WQ01,3,2020,TP,0.009,mg/L,,
BBAP,WQ02,3,2020,TP,0.006,mg/L,,
BBAP,WQ03,3,2020,TP,0.026,mg/L,,
BBAP,WQ04,3,2020,TP,0.011,mg/L,,
BBAP,WQ05,3,2020,TP,0.007,mg/L,,
BBAP,BB14,4,2020,TP,0.009,mg/L,,
BBAP,DM08,4,2020,TP,0.016,mg/L,,
BBAP,DM28,4,2020,TP,0.024,mg/L,,
BBAP,JFK03,4,2020,TP,0.011,mg/L,,
BBAP,JT29,4,2020,TP,0.014,mg/L,,
BBAP,JT61,4,2020,TP,0.014,mg/L,,
BBAP,JT66,4,2020,TP,0.01,mg/L,,
BBAP,JT71,4,2020,TP,0.008,mg/L,,
BBAP,LR03,4,2020,TP,0.023,mg/L,,
BBAP,LR03,4,2020,TP,0.026,mg/L,,
BBAP,VR01,4,2020,TP,0.009,mg/L,,
BBAP,VR11,4,2020,TP,0.012,mg/L,,
BBAP,WQ01,4,2020,TP,0.018,mg/L,,
BBAP,WQ02,4,2020,TP,0.011,mg/L,,
BBAP,WQ03,4,2020,TP,0.015,mg/L,,
BBAP,WQ04,4,2020,TP,0.011,mg/L,,
BBAP,WQ05,4,2020,TP,0.011,mg/L,,
BBAP,BB14,5,2020,TP,0.01,mg/L,,
BBAP,DM08,5,2020,TP,0.012,mg/L,,
BBAP,JFK03,5,2020,TP,0.009,mg/L,,
BBAP,JT29,5,2020,TP,0.01,mg/L,,
BBAP,JT61,5,2020,TP,0.011,mg/L,,
BBAP,JT66,5,2020,TP,0.009,mg/L,,
BBAP,JT71,5,2020,TP,0.009,mg/L,,
BBAP,LR03,5,2020,TP,0.024,mg/L,,
BBAP,VR01,5,2020,TP,0.01,mg/L,,
BBAP,VR11,5,2020,TP,0.011,mg/L,,
BBAP,WQ02,5,2020,TP,0.01,mg/L,,
BBAP,WQ03,5,2020,TP,0.013,mg/L,,
BBAP,WQ04,5,2020,TP,0.011,mg/L,,
BBAP,WQ05,5,2020,TP,0.011,mg/L,,
BBAP,BB14,6,2020,TP,0.009,mg/L,,
BBAP,DM08,6,2020,TP,0.02,mg/L,,
BBAP,JFK03,6,2020,TP,0.015,mg/L,,
BBAP,JT61,6,2020,TP,0.15,mg/L,,
BBAP,JT66,6,2020,TP,0.01,mg/L,,
BBAP,JT71,6,2020,TP,0.008,mg/L,,
BBAP,LR03,6,2020,TP,0.046,mg/L,,
BBAP,LR03,6,2020,TP,0.05,mg/L,,
BBAP,TOW1,6,2020,TP,0.025,mg/L,,
BBAP,TOW2,6,2020,TP,0.022,mg/L,,
BBAP,TOW3,6,2020,TP,0.057,mg/L,,
BBAP,VR01,6,2020,TP,0.011,mg/L,,
BBAP,VR11,6,2020,TP,0.011,mg/L,,
BBAP,WQ01,6,2020,TP,0.014,mg/L,,
BBAP,WQ02,6,2020,TP,0.013,mg/L,,
BBAP,WQ04,6,2020,TP,0.013,mg/L,,
BBAP,WQ05A,6,2020,TP,0.014,mg/L,,
BBAP,BB14,7,2020,TP,0.009,mg/L,,
BBAP,DM08,7,2020,TP,0.021,mg/L,,
BBAP,JFK03,7,2020,TP,0.012,mg/L,,
BBAP,JT61,7,2020,TP,0.013,mg/L,,
BBAP,JT66,7,2020,TP,0.01,mg/L,,
BBAP,JT71,7,2020,TP,0.009,mg/L,,
BBAP,LR03,7,2020,TP,0.05,mg/L,,
BBAP,LR03,7,2020,TP,0.041,mg/L,,
BBAP,LR05,7,2020,TP,0.039,mg/L,,
BBAP,LR06,7,2020,TP,0.033,mg/L,,
BBAP,LRSC,7,2020,TP,0.043,mg/L,,
BBAP,VR01,7,2020,TP,0.01,mg/L,,
BBAP,VR11,7,2020,TP,0.012,mg/L,,
BBAP,WQ01,7,2020,TP,0.012,mg/L,,
BBAP,WQ02,7,2020,TP,0.012,mg/L,,
BBAP,WQ04,7,2020,TP,0.013,mg/L,,
BBAP,WQ05A,7,2020,TP,0.017,mg/L,,
BBAP,BB14,8,2020,TP,0.027,mg/L,,
BBAP,BB14,8,2020,TP,0.014,mg/L,,
BBAP,BB14,8,2020,TP,0.033,mg/L,,
BBAP,DM00,8,2020,TP,0.052,mg/L,,
BBAP,DM00,8,2020,TP,0.032,mg/L,,
BBAP,DM08,8,2020,TP,0.051,mg/L,,
BBAP,DM08,8,2020,TP,0.061,mg/L,,
BBAP,DM08,8,2020,TP,0.024,mg/L,,
BBAP,FK01,8,2020,TP,0.022,mg/L,,
BBAP,FK02,8,2020,TP,0.044,mg/L,,
BBAP,FK02,8,2020,TP,0.022,mg/L,,
BBAP,JFK03,8,2020,TP,0.056,mg/L,,
BBAP,JFK03,8,2020,TP,0.027,mg/L,,
BBAP,JT61,8,2020,TP,0.067,mg/L,,
BBAP,JT61,8,2020,TP,0.019,mg/L,,
BBAP,JT71,8,2020,TP,0.009,mg/L,,
BBAP,LR03,8,2020,TP,0.029,mg/L,,
BBAP,LR03,8,2020,TP,0.026,mg/L,,
BBAP,LR03,8,2020,TP,0.027,mg/L,,
BBAP,VR11,8,2020,TP,0.021,mg/L,,
BBAP,VR11,8,2020,TP,0.017,mg/L,,
BBAP,BB14,9,2020,TP,0.01,mg/L,,
BBAP,DM08,9,2020,TP,0.014,mg/L,,
BBAP,JFK03,9,2020,TP,0.019,mg/L,,
BBAP,JT61,9,2020,TP,0.01,mg/L,,
BBAP,JT66,9,2020,TP,0.008,mg/L,,
BBAP,JT71,9,2020,TP,0.004,mg/L,,
BBAP,LR03,9,2020,TP,0.025,mg/L,,
BBAP,LR03,9,2020,TP,0.029,mg/L,,
BBAP,LR05,9,2020,TP,0.034,mg/L,,
BBAP,LR06,9,2020,TP,0.028,mg/L,,
BBAP,LRSC,9,2020,TP,0.032,mg/L,,
BBAP,VR01,9,2020,TP,0.009,mg/L,,
BBAP,VR11,9,2020,TP,0.009,mg/L,,
BBAP,WQ01,9,2020,TP,0.023,mg/L,,
BBAP,WQ02,9,2020,TP,0.019,mg/L,,
BBAP,WQ04,9,2020,TP,0.01,mg/L,,
BBAP,WQ05A,9,2020,TP,0.013,mg/L,,
BBAP,BB14,10,2020,TP,0.012,mg/L,,
BBAP,DM08,10,2020,TP,0.013,mg/L,,
BBAP,JFK03,10,2020,TP,0.01,mg/L,,
BBAP,JT61,10,2020,TP,0.01,mg/L,,
BBAP,JT66,10,2020,TP,0.014,mg/L,,
BBAP,JT71,10,2020,TP,0.011,mg/L,,
BBAP,LR03,10,2020,TP,0.031,mg/L,,
BBAP,LR03,10,2020,TP,0.031,mg/L,,
BBAP,LR06,10,2020,TP,0.037,mg/L,,
BBAP,LRSP,10,2020,TP,0.13,mg/L,,
BBAP,LRUP,10,2020,TP,0.023,mg/L,,
BBAP,VR01,10,2020,TP,0.01,mg/L,,
BBAP,VR11,10,2020,TP,0.01,mg/L,,
BBAP,WQ01,10,2020,TP,0.012,mg/L,,
BBAP,WQ02,10,2020,TP,0.011,mg/L,,
BBAP,WQ04,10,2020,TP,0.012,mg/L,,
BBAP,WQ05A,10,2020,TP,0.015,mg/L,,
BBAP,BB14,11,2020,TP,0.01,mg/L,,
BBAP,DM08,11,2020,TP,0.015,mg/L,,
BBAP,JFK03,11,2020,TP,0.015,mg/L,,
BBAP,JT61,11,2020,TP,0.012,mg/L,,
BBAP,JT66,11,2020,TP,0.012,mg/L,,
BBAP,JT71,11,2020,TP,0.008,mg/L,,
BBAP,LR03,11,2020,TP,0.057,mg/L,,
BBAP,LR03,11,2020,TP,0.056,mg/L,,
BBAP,LRNSP,11,2020,TP,0.039,mg/L,,
BBAP,LRSP,11,2020,TP,0.15,mg/L,,
BBAP,LRUP,11,2020,TP,0.049,mg/L,,
BBAP,VR01,11,2020,TP,0.008,mg/L,,
BBAP,VR11,11,2020,TP,0.012,mg/L,,
BBAP,WQ01,11,2020,TP,0.014,mg/L,,
BBAP,WQ02,11,2020,TP,0.011,mg/L,,
BBAP,WQ04,11,2020,TP,0.009,mg/L,,
BBAP,WQ05A,11,2020,TP,0.011,mg/L,,
BBAP,BB14,12,2020,TP,0.007,mg/L,,
BBAP,DM08,12,2020,TP,0.011,mg/L,,
BBAP,JFK03,12,2020,TP,0.007,mg/L,,
BBAP,JFKA,12,2020,TP,0.008,mg/L,,
BBAP,JFKB,12,2020,TP,0.01,mg/L,,
BBAP,JFKC,12,2020,TP,0.012,mg/L,,
BBAP,JT61,12,2020,TP,0.01,mg/L,,
BBAP,JT66,12,2020,TP,0.009,mg/L,,
BBAP,JT71,12,2020,TP,0.008,mg/L,,
BBAP,LR03,12,2020,TP,0.026,mg/L,,
BBAP,LR03,12,2020,TP,0.028,mg/L,,
BBAP,VR01,12,2020,TP,0.01,mg/L,,
BBAP,VR11,12,2020,TP,0.009,mg/L,,
BBAP,WQ01,12,2020,TP,0.007,mg/L,,
BBAP,WQ02,12,2020,TP,0.007,mg/L,,
BBAP,WQ04,12,2020,TP,0.009,mg/L,,
BBAP,WQ05A,12,2020,TP,0.01,mg/L,,
BBAP,BB14,1,2021,TP,0.006,mg/L,,
BBAP,DM00,1,2021,TP,0.007,mg/L,,
BBAP,DM08,1,2021,TP,0.01,mg/L,,
BBAP,FK01,1,2021,TP,0.006,mg/L,,
BBAP,FK02,1,2021,TP,0.01,mg/L,,
BBAP,JFK03,1,2021,TP,0.005,mg/L,,
BBAP,JT61,1,2021,TP,0.009,mg/L,,
BBAP,JT66,1,2021,TP,0.008,mg/L,,
BBAP,JT71,1,2021,TP,0.007,mg/L,,
BBAP,LR03,1,2021,TP,0.018,mg/L,,
BBAP,LR03,1,2021,TP,0.032,mg/L,,
BBAP,VR01,1,2021,TP,0.006,mg/L,,
BBAP,VR11,1,2021,TP,0.007,mg/L,,
BBAP,WQ01,1,2021,TP,0.009,mg/L,,
BBAP,WQ02,1,2021,TP,0.008,mg/L,,
BBAP,WQ04,1,2021,TP,0.011,mg/L,,
BBAP,WQ05A,1,2021,TP,0.011,mg/L,,
BBAP,BB14,2,2021,TP,0.007,mg/L,,
BBAP,DM00,2,2021,TP,0.009,mg/L,,
BBAP,DM08,2,2021,TP,0.013,mg/L,,
BBAP,FK01,2,2021,TP,0.009,mg/L,,
BBAP,FK02,2,2021,TP,0.012,mg/L,,
BBAP,JFK03,2,2021,TP,0.008,mg/L,,
BBAP,JT61,2,2021,TP,0.01,mg/L,,
BBAP,JT66,2,2021,TP,0.01,mg/L,,
BBAP,JT71,2,2021,TP,0.012,mg/L,,
BBAP,LR03,2,2021,TP,0.018,mg/L,,
BBAP,LR03,2,2021,TP,0.019,mg/L,,
BBAP,VR01,2,2021,TP,0.009,mg/L,,
BBAP,VR11,2,2021,TP,0.008,mg/L,,
BBAP,WQ01,2,2021,TP,0.009,mg/L,,
BBAP,WQ02,2,2021,TP,0.009,mg/L,,
BBAP,WQ04,2,2021,TP,0.011,mg/L,,
BBAP,WQ05A,2,2021,TP,0.012,mg/L,,
BBAP,BB14,3,2021,TP,0.009,mg/L,,
BBAP,DM08,3,2021,TP,0.013,mg/L,,
BBAP,JT66,3,2021,TP,0.008,mg/L,,
BBAP,JT71,3,2021,TP,0.007,mg/L,,
BBAP,LR03,3,2021,TP,0.019,mg/L,,
BBAP,VR01,3,2021,TP,0.008,mg/L,,
BBAP,VR11,3,2021,TP,0.011,mg/L,,
BBAP,WQ02,3,2021,TP,0.011,mg/L,,
BBAP,WQ04,3,2021,TP,0.012,mg/L,,
BBAP,WQ05A,3,2021,TP,0.012,mg/L,,
BBAP,BB14,4,2021,TP,0.011,mg/L,,
BBAP,DM08,4,2021,TP,0.013,mg/L,,
BBAP,JFK03,4,2021,TP,0.012,mg/L,,
BBAP,JT61,4,2021,TP,0.011,mg/L,,
BBAP,JT66,4,2021,TP,0.017,mg/L,,
BBAP,JT71,4,2021,TP,0.012,mg/L,,
BBAP,LR03,4,2021,TP,0.021,mg/L,,
BBAP,LR03,4,2021,TP,0.024,mg/L,,
BBAP,MRDW,4,2021,TP,0.016,mg/L,,
BBAP,MRRB,4,2021,TP,0.01,mg/L,,
BBAP,MRSC,4,2021,TP,0.034,mg/L,,
BBAP,VR01,4,2021,TP,0.013,mg/L,,
BBAP,VR11,4,2021,TP,0.012,mg/L,,
BBAP,WQ01,4,2021,TP,0.014,mg/L,,
BBAP,WQ02,4,2021,TP,0.013,mg/L,,
BBAP,WQ04,4,2021,TP,0.017,mg/L,,
BBAP,WQ05A,4,2021,TP,0.025,mg/L,,
BBAP,BB14,5,2021,TP,0.008,mg/L,,
BBAP,DM08,5,2021,TP,0.009,mg/L,,
BBAP,JFK03,5,2021,TP,0.009,mg/L,,
BBAP,JT61,5,2021,TP,0.011,mg/L,,
BBAP,JT66,5,2021,TP,0.008,mg/L,,
BBAP,JT71,5,2021,TP,0.014,mg/L,,
BBAP,LR03,5,2021,TP,0.021,mg/L,,
BBAP,LR03,5,2021,TP,0.03,mg/L,,
BBAP,MRDW,5,2021,TP,0.024,mg/L,,
BBAP,MRRB,5,2021,TP,0.01,mg/L,,
BBAP,MRSC,5,2021,TP,0.04,mg/L,,
BBAP,VR01,5,2021,TP,0.009,mg/L,,
BBAP,VR11,5,2021,TP,0.01,mg/L,,
BBAP,WQ01,5,2021,TP,0.012,mg/L,,
BBAP,WQ02,5,2021,TP,0.009,mg/L,,
BBAP,WQ04,5,2021,TP,0.011,mg/L,,
BBAP,WQ05A,5,2021,TP,0.014,mg/L,,
BBAP,BB14,6,2021,TP,0.011,mg/L,,
BBAP,DM08,6,2021,TP,0.009,mg/L,,
BBAP,JFK03,6,2021,TP,0.011,mg/L,,
BBAP,JT61,6,2021,TP,0.014,mg/L,,
BBAP,JT66,6,2021,TP,0.012,mg/L,,
BBAP,JT71,6,2021,TP,0.013,mg/L,,
BBAP,LR03,6,2021,TP,0.022,mg/L,,
BBAP,LR03,6,2021,TP,0.042,mg/L,,
BBAP,MRDW,6,2021,TP,0.021,mg/L,,
BBAP,MRRB,6,2021,TP,0.008,mg/L,,
BBAP,MRSC,6,2021,TP,0.05,mg/L,,
BBAP,VR01,6,2021,TP,0.013,mg/L,,
BBAP,VR11,6,2021,TP,0.011,mg/L,,
BBAP,WQ01,6,2021,TP,0.011,mg/L,,
BBAP,WQ02,6,2021,TP,0.009,mg/L,,
BBAP,WQ04,6,2021,TP,0.012,mg/L,,
BBAP,WQ05A,6,2021,TP,0.012,mg/L,,
BBAP,BB14,7,2021,TP,0.009,mg/L,,
BBAP,BH22,7,2021,TP,0.006,mg/L,,
BBAP,CWA2,7,2021,TP,0.009,mg/L,,
BBAP,CWA4,7,2021,TP,0.007,mg/L,,
BBAP,CWA5,7,2021,TP,0.008,mg/L,,
BBAP,DM08,7,2021,TP,0.015,mg/L,,
BBAP,JFK03,7,2021,TP,0.026,mg/L,,
BBAP,JT61,7,2021,TP,0.01,mg/L,,
BBAP,JT66,7,2021,TP,0.01,mg/L,,
BBAP,JT71,7,2021,TP,0.01,mg/L,,
BBAP,LR03,7,2021,TP,0.038,mg/L,,
BBAP,LR03,7,2021,TP,0.038,mg/L,,
BBAP,MRDC,7,2021,TP,0.018,mg/L,,
BBAP,MRDW,7,2021,TP,0.012,mg/L,,
BBAP,MRMO,7,2021,TP,0.01,mg/L,,
BBAP,MRRB,7,2021,TP,0.01,mg/L,,
BBAP,MRSC,7,2021,TP,0.018,mg/L,,
BBAP,RB1A,7,2021,TP,0.012,mg/L,,
BBAP,VR01,7,2021,TP,0.006,mg/L,,
BBAP,VR11,7,2021,TP,0.01,mg/L,,
BBAP,WQ01,7,2021,TP,0.012,mg/L,,
BBAP,WQ02,7,2021,TP,0.008,mg/L,,
BBAP,WQ04,7,2021,TP,0.014,mg/L,,
BBAP,WQ05A,7,2021,TP,0.013,mg/L,,
