Source,Site,Month,Year,Parameter,Value,Units
DERM,LR06,1,2022,TKN,0.55,mg/L
DERM,BB15,1,2022,TKN,0.35,mg/L
DERM,LR05,1,2022,TKN,0.53,mg/L
DERM,BS04,1,2022,TKN,0.5,mg/L
DERM,AC03,1,2022,TKN,0.67,mg/L
DERM,BB14,1,2022,TKN,0.35,mg/L
DERM,AC06,1,2022,TKN,1.66,mg/L
DERM,LR08,1,2022,TKN,0.77,mg/L
DERM,BB11,1,2022,TKN,0.37,mg/L
DERM,BB13A,1,2022,TKN,0.38,mg/L
DERM,LR01,1,2022,TKN,0.43,mg/L
DERM,LR10,1,2022,TKN,3.47,mg/L
DERM,OL03,1,2022,TKN,0.58,mg/L
DERM,BS01,1,2022,TKN,0.38,mg/L
DERM,SK05,1,2022,TKN,0.6,mg/L
DERM,BB09,1,2022,TKN,0.36,mg/L
DERM,BB10,1,2022,TKN,0.27,mg/L
DERM,SK10,1,2022,TKN,0.71,mg/L
DERM,AC01,1,2022,TKN,0.27,mg/L
DERM,BB05A,1,2022,TKN,0.22,mg/L
DERM,SK02,1,2022,TKN,0.59,mg/L
DERM,BS11,1,2022,TKN,1.56,mg/L
DERM,BB04,1,2022,TKN,0.28,mg/L
DERM,BB02,1,2022,TKN,0.29,mg/L
DERM,BS10,1,2022,TKN,0.71,mg/L
DERM,SK01,1,2022,TKN,0.43,mg/L
DERM,SK09,1,2022,TKN,0.73,mg/L
DERM,WC02,1,2022,TKN,0.35,mg/L
DERM,WC03,1,2022,TKN,0.39,mg/L
DERM,BB26,1,2022,TKN,0.38,mg/L
DERM,BB22,1,2022,TKN,0.24,mg/L
DERM,WC04,1,2022,TKN,0.59,mg/L
DERM,BB24,1,2022,TKN,0.27,mg/L
DERM,BBMB1,1,2022,TKN,0.37,mg/L
DERM,TM02,1,2022,TKN,0.61,mg/L
DERM,TM05,1,2022,TKN,0.85,mg/L
DERM,BB18,1,2022,TKN,0.34,mg/L
DERM,TM03A,1,2022,TKN,0.42,mg/L
DERM,BB17,1,2022,TKN,0.34,mg/L
DERM,MR08,1,2022,TKN,0.51,mg/L
DERM,TM08,1,2022,TKN,0.85,mg/L
DERM,MR01,1,2022,TKN,0.36,mg/L
DERM,MR03,1,2022,TKN,0.47,mg/L
DERM,MR15,1,2022,TKN,0.6,mg/L
DERM,MR05,1,2022,TKN,0.44,mg/L
DERM,MR07,1,2022,TKN,0.57,mg/L
DERM,CM02,1,2022,TKN,0.38,mg/L
DERM,BB38,1,2022,TKN,0.31,mg/L
DERM,AR03,1,2022,TKN,0.36,mg/L
DERM,BL12,1,2022,TKN,0.79,mg/L
DERM,BL06,1,2022,TKN,0.58,mg/L
DERM,BISC121,1,2022,TKN,0.4,mg/L
DERM,PR08,1,2022,TKN,0.8,mg/L
DERM,BB47,1,2022,TKN,0.35,mg/L
DERM,MW04,1,2022,TKN,0.12,mg/L
DERM,BBOR1,1,2022,TKN,0.45,mg/L
DERM,MW13,1,2022,TKN,0.67,mg/L
DERM,BBOR2,1,2022,TKN,0.55,mg/L
DERM,MI03,1,2022,TKN,0.47,mg/L
DERM,BB48,1,2022,TKN,0.51,mg/L
DERM,MW05,1,2022,TKN,0.43,mg/L
DERM,MI02,1,2022,TKN,0.45,mg/L
DERM,BB50,1,2022,TKN,0.68,mg/L
DERM,L31E1,1,2022,TKN,0.62,mg/L
DERM,PR04A,1,2022,TKN,0.21,mg/L
DERM,BB51,1,2022,TKN,0.65,mg/L
DERM,PR03,1,2022,TKN,0.17,mg/L
DERM,NO07A,1,2022,TKN,0.13,mg/L
DERM,BISC122,1,2022,TKN,0.42,mg/L
DERM,FC03,1,2022,TKN,0.24,mg/L
DERM,BL03,1,2022,TKN,0.17,mg/L
DERM,BB41,1,2022,TKN,0.36,mg/L
DERM,FC15,1,2022,TKN,0.21,mg/L
DERM,BISC101,1,2022,TKN,0.32,mg/L
DERM,GL02,1,2022,TKN,1.39,mg/L
DERM,BB39A,1,2022,TKN,0.36,mg/L
DERM,BB31,1,2022,TKN,0.29,mg/L
DERM,CG07,1,2022,TKN,0.52,mg/L
DERM,CG01,1,2022,TKN,0.31,mg/L
DERM,BB34,1,2022,TKN,0.34,mg/L
DERM,SP08,1,2022,TKN,1.02,mg/L
DERM,SP01,1,2022,TKN,0.35,mg/L
DERM,CD09,1,2022,TKN,0.32,mg/L
DERM,BB15A,1,2022,TKN,0.31,mg/L
DERM,CD01A,1,2022,TKN,0.4,mg/L
DERM,BB08,1,2022,TKN,0.25,mg/L
DERM,BISC127,1,2022,TKN,0.29,mg/L
DERM,SP04,1,2022,TKN,0.89,mg/L
DERM,BB37,1,2022,TKN,0.19,mg/L
DERM,CD02,1,2022,TKN,0.25,mg/L
DERM,BBMB4,1,2022,TKN,0.3,mg/L
DERM,BB32,1,2022,TKN,0.26,mg/L
DERM,BBKB1,1,2022,TKN,0.3,mg/L
DERM,BBMB3,1,2022,TKN,0.23,mg/L
DERM,CD05,1,2022,TKN,0.24,mg/L
DERM,BBMB2,1,2022,TKN,0.24,mg/L
DERM,CG02A,1,2022,TKN,0.17,mg/L
DERM,BB15,2,2022,TKN,0.28,mg/L
DERM,LR06,2,2022,TKN,0.66,mg/L
DERM,LR05,2,2022,TKN,0.78,mg/L
DERM,BS04,2,2022,TKN,0.53,mg/L
DERM,BB14,2,2022,TKN,0.24,mg/L
DERM,LR08,2,2022,TKN,0.82,mg/L
DERM,BB13A,2,2022,TKN,0.2,mg/L
DERM,AC03,2,2022,TKN,0.36,mg/L
DERM,BB11,2,2022,TKN,0.25,mg/L
DERM,LR01,2,2022,TKN,0.59,mg/L
DERM,AC06,2,2022,TKN,1.25,mg/L
DERM,LR10,2,2022,TKN,3.36,mg/L
DERM,BS01,2,2022,TKN,0.21,mg/L
DERM,BB09,2,2022,TKN,0.19,mg/L
DERM,OL03,2,2022,TKN,0.7,mg/L
DERM,BB10,2,2022,TKN,0.22,mg/L
DERM,AC01,2,2022,TKN,0.29,mg/L
DERM,SK05,2,2022,TKN,0.55,mg/L
DERM,SK10,2,2022,TKN,0.76,mg/L
DERM,BB05A,2,2022,TKN,0.16,mg/L
DERM,BB04,2,2022,TKN,0.13,mg/L
DERM,SK02,2,2022,TKN,0.5,mg/L
DERM,BS11,2,2022,TKN,1.22,mg/L
DERM,BB02,2,2022,TKN,0.23,mg/L
DERM,SK01,2,2022,TKN,0.25,mg/L
DERM,BS10,2,2022,TKN,0.84,mg/L
DERM,SK09,2,2022,TKN,0.79,mg/L
DERM,WC02,2,2022,TKN,0.19,mg/L
DERM,BB26,2,2022,TKN,0.15,mg/L
DERM,WC03,2,2022,TKN,0.2,mg/L
DERM,BB22,2,2022,TKN,0.2,mg/L
DERM,WC04,2,2022,TKN,0.55,mg/L
DERM,BB24,2,2022,TKN,0.2,mg/L
DERM,BBMB1,2,2022,TKN,0.18,mg/L
DERM,TM02,2,2022,TKN,0.33,mg/L
DERM,TM05,2,2022,TKN,0.85,mg/L
DERM,BB18,2,2022,TKN,0.18,mg/L
DERM,TM03A,2,2022,TKN,0.41,mg/L
DERM,BB17,2,2022,TKN,0.18,mg/L
DERM,TM08,2,2022,TKN,0.92,mg/L
DERM,MR08,2,2022,TKN,0.52,mg/L
DERM,MR01,2,2022,TKN,0.23,mg/L
DERM,MR03,2,2022,TKN,0.44,mg/L
DERM,MR15,2,2022,TKN,0.66,mg/L
DERM,MR05,2,2022,TKN,0.36,mg/L
DERM,MR07,2,2022,TKN,0.4,mg/L
DERM,CM02,2,2022,TKN,0.34,mg/L
DERM,BB38,2,2022,TKN,0.19,mg/L
DERM,BL12,2,2022,TKN,0.69,mg/L
DERM,BL06,2,2022,TKN,0.36,mg/L
DERM,AR03,2,2022,TKN,0.33,mg/L
DERM,BISC121,2,2022,TKN,0.32,mg/L
DERM,BB47,2,2022,TKN,0.39,mg/L
DERM,PR08,2,2022,TKN,0.49,mg/L
DERM,BBOR1,2,2022,TKN,0.28,mg/L
DERM,MW04,2,2022,TKN,0.18,mg/L
DERM,MW13,2,2022,TKN,0.48,mg/L
DERM,BBOR2,2,2022,TKN,0.39,mg/L
DERM,MI03,2,2022,TKN,0.42,mg/L
DERM,BB48,2,2022,TKN,0.37,mg/L
DERM,MW05,2,2022,TKN,0.26,mg/L
DERM,MI02,2,2022,TKN,0.34,mg/L
DERM,L31E1,2,2022,TKN,0.45,mg/L
DERM,BB50,2,2022,TKN,0.47,mg/L
DERM,PR04A,2,2022,TKN,0.15,mg/L
DERM,PR03,2,2022,TKN,0.23,mg/L
DERM,BB51,2,2022,TKN,0.55,mg/L
DERM,NO07A,2,2022,TKN,0.1,mg/L
DERM,BL03,2,2022,TKN,0.38,mg/L
DERM,FC03,2,2022,TKN,0.1,mg/L
DERM,BISC122,2,2022,TKN,0.34,mg/L
DERM,GL02,2,2022,TKN,0.76,mg/L
DERM,BB41,2,2022,TKN,0.29,mg/L
DERM,FC15,2,2022,TKN,0.18,mg/L
DERM,BISC101,2,2022,TKN,0.49,mg/L
DERM,BB39A,2,2022,TKN,0.43,mg/L
DERM,CG07,2,2022,TKN,0.63,mg/L
DERM,BB31,2,2022,TKN,0.32,mg/L
DERM,SP08,2,2022,TKN,0.98,mg/L
DERM,CG01,2,2022,TKN,0.38,mg/L
DERM,BB34,2,2022,TKN,0.39,mg/L
DERM,CD09,2,2022,TKN,0.22,mg/L
DERM,SP01,2,2022,TKN,0.85,mg/L
DERM,BB15A,2,2022,TKN,0.36,mg/L
DERM,CD01A,2,2022,TKN,0.41,mg/L
DERM,SP04,2,2022,TKN,0.77,mg/L
DERM,BB08,2,2022,TKN,0.36,mg/L
DERM,BISC127,2,2022,TKN,0.28,mg/L
DERM,BB37,2,2022,TKN,0.16,mg/L
DERM,CD02,2,2022,TKN,0.18,mg/L
DERM,BBMB4,2,2022,TKN,0.35,mg/L
DERM,CD05,2,2022,TKN,0.2,mg/L
DERM,BB32,2,2022,TKN,0.2,mg/L
DERM,BBKB1,2,2022,TKN,0.23,mg/L
DERM,BBMB3,2,2022,TKN,0.34,mg/L
DERM,BBMB2,2,2022,TKN,0.29,mg/L
DERM,CG02A,2,2022,TKN,0.23,mg/L
DERM,LR05,3,2022,TKN,0.77,mg/L
DERM,LR06,3,2022,TKN,0.63,mg/L
DERM,BB15,3,2022,TKN,0.27,mg/L
DERM,BB14,3,2022,TKN,0.25,mg/L
DERM,BS04,3,2022,TKN,0.41,mg/L
DERM,BB13A,3,2022,TKN,0.26,mg/L
DERM,LR08,3,2022,TKN,0.72,mg/L
DERM,BB11,3,2022,TKN,0.31,mg/L
DERM,LR01,3,2022,TKN,0.74,mg/L
DERM,AC03,3,2022,TKN,0.77,mg/L
DERM,AC06,3,2022,TKN,1.85,mg/L
DERM,BS01,3,2022,TKN,0.25,mg/L
DERM,LR10,3,2022,TKN,3.53,mg/L
DERM,BB09,3,2022,TKN,0.15,mg/L
DERM,BB10,3,2022,TKN,0.2,mg/L
DERM,AC01,3,2022,TKN,0.24,mg/L
DERM,BB05A,3,2022,TKN,0.27,mg/L
DERM,SK10,3,2022,TKN,0.87,mg/L
DERM,OL03,3,2022,TKN,0.6,mg/L
DERM,BB04,3,2022,TKN,0.19,mg/L
DERM,BB02,3,2022,TKN,0.14,mg/L
DERM,BS11,3,2022,TKN,1.28,mg/L
DERM,SK05,3,2022,TKN,0.65,mg/L
DERM,SK01,3,2022,TKN,0.34,mg/L
DERM,BS10,3,2022,TKN,0.87,mg/L
DERM,SK02,3,2022,TKN,0.96,mg/L
DERM,SK09,3,2022,TKN,0.75,mg/L
DERM,WC02,3,2022,TKN,0.38,mg/L
DERM,TM05,3,2022,TKN,0.86,mg/L
DERM,BB26,3,2022,TKN,0.23,mg/L
DERM,WC03,3,2022,TKN,0.38,mg/L
DERM,BB22,3,2022,TKN,0.22,mg/L
DERM,WC04,3,2022,TKN,0.94,mg/L
DERM,TM08,3,2022,TKN,0.99,mg/L
DERM,BB24,3,2022,TKN,0.19,mg/L
DERM,TM02,3,2022,TKN,0.56,mg/L
DERM,BBMB1,3,2022,TKN,0.3,mg/L
DERM,TM03A,3,2022,TKN,0.61,mg/L
DERM,BB18,3,2022,TKN,0.33,mg/L
DERM,BB17,3,2022,TKN,0.32,mg/L
DERM,MR08,3,2022,TKN,0.62,mg/L
DERM,MR15,3,2022,TKN,0.77,mg/L
DERM,MR01,3,2022,TKN,0.35,mg/L
DERM,MR03,3,2022,TKN,0.43,mg/L
DERM,CM02,3,2022,TKN,0.46,mg/L
DERM,MR05,3,2022,TKN,0.48,mg/L
DERM,MR07,3,2022,TKN,0.53,mg/L
DERM,AR03,3,2022,TKN,0.37,mg/L
DERM,BB38,3,2022,TKN,0.28,mg/L
DERM,BL12,3,2022,TKN,0.73,mg/L
DERM,BISC121,3,2022,TKN,0.42,mg/L
DERM,MW04,3,2022,TKN,0.23,mg/L
DERM,BB47,3,2022,TKN,0.4,mg/L
DERM,BL06,3,2022,TKN,0.55,mg/L
DERM,MI03,3,2022,TKN,0.48,mg/L
DERM,BBOR1,3,2022,TKN,0.22,mg/L
DERM,BBOR2,3,2022,TKN,0.29,mg/L
DERM,MI02,3,2022,TKN,0.38,mg/L
DERM,PR08,3,2022,TKN,0.6,mg/L
DERM,BB48,3,2022,TKN,0.39,mg/L
DERM,L31E1,3,2022,TKN,0.56,mg/L
DERM,BB50,3,2022,TKN,0.43,mg/L
DERM,MW13,3,2022,TKN,0.45,mg/L
DERM,BB51,3,2022,TKN,0.53,mg/L
DERM,PR03,3,2022,TKN,0.18,mg/L
DERM,MW05,3,2022,TKN,0.37,mg/L
DERM,BISC122,3,2022,TKN,0.35,mg/L
DERM,BL03,3,2022,TKN,0.18,mg/L
DERM,BB41,3,2022,TKN,0.34,mg/L
DERM,PR04A,3,2022,TKN,0.16,mg/L
DERM,BISC101,3,2022,TKN,0.44,mg/L
DERM,GL02,3,2022,TKN,1.25,mg/L
DERM,BB39A,3,2022,TKN,0.32,mg/L
DERM,NO07A,3,2022,TKN,0.21,mg/L
DERM,FC03,3,2022,TKN,0.12,mg/L
DERM,FC15,3,2022,TKN,0.25,mg/L
DERM,BB31,3,2022,TKN,0.22,mg/L
DERM,CG07,3,2022,TKN,0.44,mg/L
DERM,CG01,3,2022,TKN,0.31,mg/L
DERM,BB34,3,2022,TKN,0.23,mg/L
DERM,SP01,3,2022,TKN,0.43,mg/L
DERM,SP08,3,2022,TKN,0.86,mg/L
DERM,BB15A,3,2022,TKN,0.3,mg/L
DERM,CD01A,3,2022,TKN,0.37,mg/L
DERM,CD09,3,2022,TKN,0.22,mg/L
DERM,BB08,3,2022,TKN,0.25,mg/L
DERM,BISC127,3,2022,TKN,0.25,mg/L
DERM,BB37,3,2022,TKN,0.14,mg/L
DERM,SP04,3,2022,TKN,0.9,mg/L
DERM,BBMB4,3,2022,TKN,0.24,mg/L
DERM,BB32,3,2022,TKN,0.17,mg/L
DERM,BBMB3,3,2022,TKN,0.2,mg/L
DERM,CD02,3,2022,TKN,0.27,mg/L
DERM,BBKB1,3,2022,TKN,0.17,mg/L
DERM,BBMB2,3,2022,TKN,0.17,mg/L
DERM,CD05,3,2022,TKN,0.37,mg/L
DERM,CG02A,3,2022,TKN,0.22,mg/L
DERM,BB15,4,2022,TKN,0.27,mg/L
DERM,LR06,4,2022,TKN,0.62,mg/L
DERM,BS04,4,2022,TKN,0.44,mg/L
DERM,BB14,4,2022,TKN,0.31,mg/L
DERM,BB13A,4,2022,TKN,0.27,mg/L
DERM,AC03,4,2022,TKN,0.63,mg/L
DERM,BB11,4,2022,TKN,0.45,mg/L
DERM,LR01,4,2022,TKN,0.61,mg/L
DERM,AC06,4,2022,TKN,1.6,mg/L
DERM,BS01,4,2022,TKN,0.27,mg/L
DERM,BB09,4,2022,TKN,0.27,mg/L
DERM,BB10,4,2022,TKN,0.27,mg/L
DERM,AC01,4,2022,TKN,0.3,mg/L
DERM,LR05,4,2022,TKN,0.74,mg/L
DERM,OL03,4,2022,TKN,0.49,mg/L
DERM,BB05A,4,2022,TKN,0.18,mg/L
DERM,LR08,4,2022,TKN,0.87,mg/L
DERM,SK05,4,2022,TKN,0.67,mg/L
DERM,BB04,4,2022,TKN,0.19,mg/L
DERM,LR10,4,2022,TKN,3.28,mg/L
DERM,BB02,4,2022,TKN,0.16,mg/L
DERM,SK02,4,2022,TKN,0.6,mg/L
DERM,SK01,4,2022,TKN,0.26,mg/L
DERM,SK10,4,2022,TKN,0.82,mg/L
DERM,BS11,4,2022,TKN,1.62,mg/L
DERM,BS10,4,2022,TKN,0.79,mg/L
DERM,SK09,4,2022,TKN,0.88,mg/L
DERM,TM05,4,2022,TKN,0.91,mg/L
DERM,WC02,4,2022,TKN,0.24,mg/L
DERM,BB26,4,2022,TKN,0.29,mg/L
DERM,WC03,4,2022,TKN,0.3,mg/L
DERM,BB22,4,2022,TKN,0.3,mg/L
DERM,TM08,4,2022,TKN,0.75,mg/L
DERM,BB24,4,2022,TKN,0.28,mg/L
DERM,WC04,4,2022,TKN,0.76,mg/L
DERM,BBMB1,4,2022,TKN,0.18,mg/L
DERM,MR15,4,2022,TKN,0.61,mg/L
DERM,BB18,4,2022,TKN,0.31,mg/L
DERM,TM02,4,2022,TKN,0.61,mg/L
DERM,BB17,4,2022,TKN,0.34,mg/L
DERM,TM03A,4,2022,TKN,0.47,mg/L
DERM,CM02,4,2022,TKN,0.5,mg/L
DERM,MR01,4,2022,TKN,0.29,mg/L
DERM,MR03,4,2022,TKN,0.3,mg/L
DERM,MR08,4,2022,TKN,0.52,mg/L
DERM,MR05,4,2022,TKN,0.52,mg/L
DERM,MR07,4,2022,TKN,0.32,mg/L
DERM,BB38,4,2022,TKN,0.22,mg/L
DERM,BL12,4,2022,TKN,0.79,mg/L
DERM,AR03,4,2022,TKN,0.42,mg/L
DERM,BL06,4,2022,TKN,0.56,mg/L
DERM,BISC121,4,2022,TKN,0.37,mg/L
DERM,BB47,4,2022,TKN,0.39,mg/L
DERM,MW04,4,2022,TKN,0.16,mg/L
DERM,PR08,4,2022,TKN,0.7,mg/L
DERM,BBOR1,4,2022,TKN,0.34,mg/L
DERM,MI03,4,2022,TKN,0.38,mg/L
DERM,BBOR2,4,2022,TKN,0.47,mg/L
DERM,MI02,4,2022,TKN,0.3,mg/L
DERM,MW13,4,2022,TKN,0.78,mg/L
DERM,BB48,4,2022,TKN,0.5,mg/L
DERM,L31E1,4,2022,TKN,0.54,mg/L
DERM,BB50,4,2022,TKN,0.62,mg/L
DERM,MW05,4,2022,TKN,0.33,mg/L
DERM,BB51,4,2022,TKN,0.7,mg/L
DERM,PR03,4,2022,TKN,0.35,mg/L
DERM,PR04A,4,2022,TKN,0.31,mg/L
DERM,BL03,4,2022,TKN,0.19,mg/L
DERM,NO07A,4,2022,TKN,0.37,mg/L
DERM,BISC122,4,2022,TKN,0.41,mg/L
DERM,GL02,4,2022,TKN,1.44,mg/L
DERM,BB41,4,2022,TKN,0.35,mg/L
DERM,FC03,4,2022,TKN,1.08,mg/L
DERM,BISC101,4,2022,TKN,0.43,mg/L
DERM,FC15,4,2022,TKN,0.18,mg/L
DERM,BB39A,4,2022,TKN,0.47,mg/L
DERM,BB31,4,2022,TKN,0.42,mg/L
DERM,CG07,4,2022,TKN,0.61,mg/L
DERM,CG01,4,2022,TKN,0.46,mg/L
DERM,BB15A,4,2022,TKN,0.42,mg/L
DERM,BB34,4,2022,TKN,0.41,mg/L
DERM,SP08,4,2022,TKN,0.93,mg/L
DERM,SP01,4,2022,TKN,0.61,mg/L
DERM,BB08,4,2022,TKN,0.41,mg/L
DERM,CD09,4,2022,TKN,0.27,mg/L
DERM,CD01A,4,2022,TKN,0.58,mg/L
DERM,BISC127,4,2022,TKN,0.42,mg/L
DERM,SP04,4,2022,TKN,0.69,mg/L
DERM,BBMB4,4,2022,TKN,0.32,mg/L
DERM,BB37,4,2022,TKN,0.3,mg/L
DERM,CD02,4,2022,TKN,0.23,mg/L
DERM,BB32,4,2022,TKN,0.33,mg/L
DERM,CD05,4,2022,TKN,0.34,mg/L
DERM,BBMB3,4,2022,TKN,0.42,mg/L
DERM,BBKB1,4,2022,TKN,0.29,mg/L
DERM,BBMB2,4,2022,TKN,0.36,mg/L
DERM,CG02A,4,2022,TKN,0.3,mg/L
DERM,LR05,5,2022,TKN,0.66,mg/L
DERM,LR06,5,2022,TKN,0.74,mg/L
DERM,BB15,5,2022,TKN,0.06,mg/L
DERM,BS04,5,2022,TKN,0.74,mg/L
DERM,LR08,5,2022,TKN,0.88,mg/L
DERM,BB14,5,2022,TKN,0.06,mg/L
DERM,AC03,5,2022,TKN,1.66,mg/L
DERM,BB13A,5,2022,TKN,0.06,mg/L
DERM,BB11,5,2022,TKN,0.61,mg/L
DERM,AC06,5,2022,TKN,3.14,mg/L
DERM,LR10,5,2022,TKN,3.4,mg/L
DERM,LR01,5,2022,TKN,0.4,mg/L
DERM,BS01,5,2022,TKN,0.21,mg/L
DERM,BB09,5,2022,TKN,0.06,mg/L
DERM,BB10,5,2022,TKN,0.06,mg/L
DERM,OL03,5,2022,TKN,0.89,mg/L
DERM,SK10,5,2022,TKN,2.26,mg/L
DERM,AC01,5,2022,TKN,0.06,mg/L
DERM,SK05,5,2022,TKN,0.82,mg/L
DERM,BB05A,5,2022,TKN,0.06,mg/L
DERM,BB04,5,2022,TKN,0.06,mg/L
DERM,BS11,5,2022,TKN,2.81,mg/L
DERM,SK02,5,2022,TKN,0.61,mg/L
DERM,BB02,5,2022,TKN,0.06,mg/L
DERM,BS10,5,2022,TKN,0.82,mg/L
DERM,SK09,5,2022,TKN,0.79,mg/L
DERM,SK01,5,2022,TKN,0.06,mg/L
DERM,WC03,5,2022,TKN,0.45,mg/L
DERM,BB26,5,2022,TKN,0.06,mg/L
DERM,WC02,5,2022,TKN,0.06,mg/L
DERM,BB22,5,2022,TKN,0.06,mg/L
DERM,WC04,5,2022,TKN,0.7,mg/L
DERM,BB24,5,2022,TKN,0.18,mg/L
DERM,TM02,5,2022,TKN,0.31,mg/L
DERM,BBMB1,5,2022,TKN,0.27,mg/L
DERM,TM03A,5,2022,TKN,0.7,mg/L
DERM,BB18,5,2022,TKN,0.32,mg/L
DERM,TM05,5,2022,TKN,1.07,mg/L
DERM,BB17,5,2022,TKN,0.16,mg/L
DERM,MR08,5,2022,TKN,0.77,mg/L
DERM,TM08,5,2022,TKN,1.2,mg/L
DERM,MR01,5,2022,TKN,0.4,mg/L
DERM,MR03,5,2022,TKN,0.33,mg/L
DERM,MR05,5,2022,TKN,0.43,mg/L
DERM,MR15,5,2022,TKN,0.85,mg/L
DERM,MR07,5,2022,TKN,0.42,mg/L
DERM,CM02,5,2022,TKN,0.68,mg/L
DERM,AR03,5,2022,TKN,0.55,mg/L
DERM,BL12,5,2022,TKN,1.15,mg/L
DERM,BB38,5,2022,TKN,0.17,mg/L
DERM,BISC121,5,2022,TKN,0.44,mg/L
DERM,MW04,5,2022,TKN,0.29,mg/L
DERM,BB47,5,2022,TKN,0.15,mg/L
DERM,BL06,5,2022,TKN,0.53,mg/L
DERM,BBOR1,5,2022,TKN,0.13,mg/L
DERM,MI03,5,2022,TKN,0.88,mg/L
DERM,BBOR2,5,2022,TKN,0.19,mg/L
DERM,MI02,5,2022,TKN,0.77,mg/L
DERM,BB48,5,2022,TKN,0.52,mg/L
DERM,L31E1,5,2022,TKN,0.55,mg/L
DERM,PR08,5,2022,TKN,0.8,mg/L
DERM,BB50,5,2022,TKN,0.38,mg/L
DERM,PR03,5,2022,TKN,0.4,mg/L
DERM,MW13,5,2022,TKN,0.76,mg/L
DERM,BB51,5,2022,TKN,0.5,mg/L
DERM,BL03,5,2022,TKN,0.18,mg/L
DERM,GL02,5,2022,TKN,1.91,mg/L
DERM,MW05,5,2022,TKN,0.46,mg/L
DERM,BISC122,5,2022,TKN,0.33,mg/L
DERM,BB41,5,2022,TKN,0.36,mg/L
DERM,PR04A,5,2022,TKN,0.19,mg/L
DERM,BISC101,5,2022,TKN,0.48,mg/L
DERM,BB39A,5,2022,TKN,0.47,mg/L
DERM,NO07A,5,2022,TKN,0.22,mg/L
DERM,FC03,5,2022,TKN,0.06,mg/L
DERM,FC15,5,2022,TKN,0.18,mg/L
DERM,BB31,5,2022,TKN,0.3,mg/L
DERM,CG07,5,2022,TKN,0.72,mg/L
DERM,CG01,5,2022,TKN,0.31,mg/L
DERM,BB34,5,2022,TKN,0.33,mg/L
DERM,SP08,5,2022,TKN,0.99,mg/L
DERM,BB15A,5,2022,TKN,0.32,mg/L
DERM,SP01,5,2022,TKN,0.41,mg/L
DERM,CD09,5,2022,TKN,0.34,mg/L
DERM,CD01A,5,2022,TKN,0.38,mg/L
DERM,BB08,5,2022,TKN,0.37,mg/L
DERM,BISC127,5,2022,TKN,0.23,mg/L
DERM,BB37,5,2022,TKN,0.19,mg/L
DERM,SP04,5,2022,TKN,0.84,mg/L
DERM,BBMB4,5,2022,TKN,0.31,mg/L
DERM,BB32,5,2022,TKN,0.31,mg/L
DERM,BBKB1,5,2022,TKN,0.38,mg/L
DERM,CD02,5,2022,TKN,0.42,mg/L
DERM,BBMB3,5,2022,TKN,0.15,mg/L
DERM,CD05,5,2022,TKN,0.34,mg/L
DERM,BBMB2,5,2022,TKN,0.25,mg/L
DERM,BS07,5,2022,TKN,0.73,mg/L
DERM,CG02A,5,2022,TKN,0.56,mg/L
DERM,BS07,6,2022,TKN,0.68,mg/L
DERM,LR06,6,2022,TKN,0.83,mg/L
DERM,BB15,6,2022,TKN,0.47,mg/L
DERM,LR05,6,2022,TKN,0.71,mg/L
DERM,BS04,6,2022,TKN,0.73,mg/L
DERM,BB14,6,2022,TKN,0.44,mg/L
DERM,LR08,6,2022,TKN,0.64,mg/L
DERM,BB13A,6,2022,TKN,0.57,mg/L
DERM,BB11,6,2022,TKN,0.5,mg/L
DERM,LR01,6,2022,TKN,0.82,mg/L
DERM,LR10,6,2022,TKN,1.19,mg/L
DERM,AC06,6,2022,TKN,2.26,mg/L
DERM,BS01,6,2022,TKN,0.86,mg/L
DERM,BB09,6,2022,TKN,0.37,mg/L
DERM,BB10,6,2022,TKN,0.44,mg/L
DERM,OL02,6,2022,TKN,0.82,mg/L
DERM,AC01,6,2022,TKN,1.43,mg/L
DERM,OL03,6,2022,TKN,1.58,mg/L
DERM,BB05A,6,2022,TKN,0.57,mg/L
DERM,SK10,6,2022,TKN,0.9,mg/L
DERM,BB04,6,2022,TKN,0.74,mg/L
DERM,SK05,6,2022,TKN,0.61,mg/L
DERM,BB02,6,2022,TKN,0.64,mg/L
DERM,BS11,6,2022,TKN,1.38,mg/L
DERM,SK01,6,2022,TKN,0.59,mg/L
DERM,SK02,6,2022,TKN,0.6,mg/L
DERM,BS10,6,2022,TKN,1.16,mg/L
DERM,SK09,6,2022,TKN,0.78,mg/L
DERM,BB28,6,2022,TKN,0.32,mg/L
DERM,TM05,6,2022,TKN,0.74,mg/L
DERM,WC02,6,2022,TKN,0.39,mg/L
DERM,BB26,6,2022,TKN,0.46,mg/L
DERM,BB22,6,2022,TKN,0.4,mg/L
DERM,WC03,6,2022,TKN,0.49,mg/L
DERM,TM08,6,2022,TKN,0.75,mg/L
DERM,WC04,6,2022,TKN,0.32,mg/L
DERM,BB25,6,2022,TKN,0.57,mg/L
DERM,BB24,6,2022,TKN,0.41,mg/L
DERM,BBMB1,6,2022,TKN,0.4,mg/L
DERM,TM02,6,2022,TKN,0.58,mg/L
DERM,BB18,6,2022,TKN,1.11,mg/L
DERM,TM03A,6,2022,TKN,0.68,mg/L
DERM,MR15,6,2022,TKN,0.71,mg/L
DERM,BB17,6,2022,TKN,0.43,mg/L
DERM,MR01,6,2022,TKN,0.62,mg/L
DERM,MR08,6,2022,TKN,1.13,mg/L
