Source,Site,Month,Year,Parameter,Value,Units
DEP,BAK027,9,2022,TKN,0.04696,mg/L
DEP,BAK027,9,2022,TKN,0.04216,mg/L
DEP,BOC070,2,2022,TKN,0.04,mg/L
DEP,BOY098,3,2022,TKN,0.04,mg/L
DEP,BOY091,3,2022,TKN,0.04,mg/L
DEP,HIL059,3,2022,TKN,0.04,mg/L
DEP,BOY096,1,2022,TKN,0.04,mg/L
DEP,GOC013,2,2022,TKN,0.04,mg/L
DEP,PEV043,4,2022,TKN,0.04,mg/L
DEP,BOC078,3,2022,TKN,0.042,mg/L
DEP,GOC010,8,2022,TKN,0.02984,mg/L
DEP,STL170,5,2022,TKN,0.02984,mg/L
DEP,ILW116,8,2022,TKN,0.04503,mg/L
DEP,GOC011,8,2022,TKN,0.02984,mg/L
DEP,BAK030,5,2022,TKN,0.3804,mg/L
DEP,BAK032,5,2022,TKN,0.02984,mg/L
DEP,BAK022,8,2022,TKN,0.05956,mg/L
DEP,BAK020,8,2022,TKN,0.117,mg/L
DEP,BAK027,4,2022,TKN,0.04,mg/L
DEP,BAK023,4,2022,TKN,0.04,mg/L
DEP,GOC005,4,2022,TKN,0.04,mg/L
DEP,GOC005,4,2022,TKN,0.04,mg/L
DEP,BAK027,4,2022,TKN,0.04,mg/L
DEP,BAK024,4,2022,TKN,0.047,mg/L
DEP,BAK028,1,2022,TKN,0.04,mg/L
DEP,PEV048,4,2022,TKN,0.04,mg/L
DEP,BAK024,4,2022,TKN,0.04,mg/L
DEP,STL171,9,2022,TKN,0.09218,mg/L
DEP,GOC009,9,2022,TKN,0.09934,mg/L
DEP,STL166,9,2022,TKN,0.07949,mg/L
DEP,BOY090,9,2022,TKN,0.08536,mg/L
DEP,BOY090,9,2022,TKN,0.1223,mg/L
DEP,STL163,9,2022,TKN,0.08418,mg/L
DEP,GOC011,9,2022,TKN,0.05213,mg/L
DEP,GOC006,9,2022,TKN,0.04057,mg/L
DEP,JUP125,7,2022,TKN,0.02984,mg/L
DEP,GOC014,7,2022,TKN,0.5646,mg/L
DEP,HIL054,5,2022,TKN,0.02984,mg/L
DEP,ILW119,4,2022,TKN,0.04,mg/L
DEP,BOC078,1,2022,TKN,0.04,mg/L
DEP,GOC002,5,2022,TKN,0.0661,mg/L
DEP,BOC078,5,2022,TKN,0.02984,mg/L
DEP,ILW117,3,2022,TKN,0.04,mg/L
DEP,BOC078,3,2022,TKN,0.112,mg/L
DEP,BOY097,3,2022,TKN,0.04,mg/L
DEP,BOC075,3,2022,TKN,0.04,mg/L
DEP,BOC075,3,2022,TKN,0.04,mg/L
DEP,BOC080,4,2022,TKN,0.07,mg/L
DEP,ILW111,3,2022,TKN,0.04,mg/L
DEP,BOC071,3,2022,TKN,0.04,mg/L
DEP,BOC076,3,2022,TKN,0.051,mg/L
DEP,BOY100,1,2022,TKN,0.04,mg/L
DEP,BOY100,1,2022,TKN,0.04,mg/L
DEP,PEV045,2,2022,TKN,0.04,mg/L
DEP,GOC002,2,2022,TKN,0.04,mg/L
DEP,PEV047,2,2022,TKN,0.04,mg/L
DEP,GOC003,2,2022,TKN,0.04,mg/L
DEP,ILW114,5,2022,TKN,0.02984,mg/L
DEP,BOY097,5,2022,TKN,0.02984,mg/L
DEP,ILW118,6,2022,TKN,0.02984,mg/L
DEP,ILW119,5,2022,TKN,0.04293,mg/L
DEP,BOY100,5,2022,TKN,0.02984,mg/L
DEP,BOY090,5,2022,TKN,0.07767,mg/L
DEP,JUP126,5,2022,TKN,0.02984,mg/L
DEP,BOY097,1,2022,TKN,0.04,mg/L
DEP,BOY097,1,2022,TKN,0.04,mg/L
DEP,BOY095,1,2022,TKN,0.04,mg/L
DEP,PEV051,2,2022,TKN,0.223,mg/L
DEP,BOC079,2,2022,TKN,0.04,mg/L
DEP,ILW119,3,2022,TKN,0.04,mg/L
DEP,ILW110,3,2022,TKN,0.04,mg/L
DEP,BOY100,3,2022,TKN,0.04,mg/L
DEP,HIL060,3,2022,TKN,0.801,mg/L
DEP,HIL063,3,2022,TKN,0.085,mg/L
DEP,GOC003,7,2022,TKN,0.05489,mg/L
DEP,BOY101,7,2022,TKN,0.02984,mg/L
DEP,BOY101,7,2022,TKN,0.02984,mg/L
DEP,JUP125,8,2022,TKN,0.02984,mg/L
DEP,GOC001,3,2022,TKN,0.04,mg/L
DEP,STL163,8,2022,TKN,0.04232,mg/L
DEP,BOY094,7,2022,TKN,0.02984,mg/L
DEP,BOY098,8,2022,TKN,0.02984,mg/L
DEP,HIL062,9,2022,TKN,0.04357,mg/L
DEP,PEV051,9,2022,TKN,0.05653,mg/L
DEP,JUP129,8,2022,TKN,0.0512,mg/L
DEP,GOC005,5,2022,TKN,0.02984,mg/L
DEP,ILW115,5,2022,TKN,0.02984,mg/L
DEP,ILW118,9,2022,TKN,0.04041,mg/L
DEP,GOC007,9,2022,TKN,0.06362,mg/L
DEP,BAK028,9,2022,TKN,0.03511,mg/L
DEP,BOY098,9,2022,TKN,0.03731,mg/L
DEP,PEV050,3,2022,TKN,0.301,mg/L
DEP,HIL057,3,2022,TKN,0.04,mg/L
DEP,GOC008,7,2022,TKN,0.02984,mg/L
DEP,BOC081,9,2022,TKN,0.07296,mg/L
DEP,BAK024,7,2022,TKN,0.02984,mg/L
DEP,STL165,7,2022,TKN,0.02984,mg/L
DEP,BAK030,4,2022,TKN,0.18,mg/L
DEP,GOC009,7,2022,TKN,0.04932,mg/L
DEP,ILW111,7,2022,TKN,0.02984,mg/L
DEP,BOY099,7,2022,TKN,0.02984,mg/L
DEP,STL161,7,2022,TKN,0.1253,mg/L
DEP,HIL052,8,2022,TKN,0.04405,mg/L
DEP,GOC005,7,2022,TKN,0.02984,mg/L
DEP,BAK030,8,2022,TKN,0.1331,mg/L
DEP,ILW119,8,2022,TKN,0.03267,mg/L
DEP,STL162,4,2022,TKN,0.04,mg/L
DEP,BAK033,4,2022,TKN,0.04,mg/L
DEP,BOC071,9,2022,TKN,0.07095,mg/L
DEP,JUP125,8,2022,TKN,0.02984,mg/L
DEP,GOC006,8,2022,TKN,0.02984,mg/L
DEP,HIL063,6,2022,TKN,0.02984,mg/L
DEP,HIL059,6,2022,TKN,0.02984,mg/L
DEP,BOC077,6,2022,TKN,0.02984,mg/L
DEP,BOY093,6,2022,TKN,0.02984,mg/L
DEP,BOY090,6,2022,TKN,0.1608,mg/L
DEP,BOC078,6,2022,TKN,0.02984,mg/L
DEP,HIL057,6,2022,TKN,0.2971,mg/L
DEP,BAK029,6,2022,TKN,0.02984,mg/L
DEP,HIL050,6,2022,TKN,0.5604,mg/L
DEP,HIL062,3,2022,TKN,0.196,mg/L
DEP,PEV040,1,2022,TKN,0.04,mg/L
DEP,STL169,4,2022,TKN,0.076,mg/L
DEP,HIL054,9,2022,TKN,0.08323,mg/L
DEP,PEV052,9,2022,TKN,0.05088,mg/L
DEP,BAK025,1,2022,TKN,0.04,mg/L
DEP,BAK022,1,2022,TKN,0.04,mg/L
DEP,BOY092,4,2022,TKN,0.04,mg/L
DEP,STL161,4,2022,TKN,0.095,mg/L
DEP,GOC010,5,2022,TKN,0.03074,mg/L
DEP,STL171,4,2022,TKN,0.04,mg/L
DEP,HIL051,6,2022,TKN,0.09195,mg/L
DEP,HIL051,6,2022,TKN,0.02984,mg/L
DEP,STL172,2,2022,TKN,0.04,mg/L
DEP,ILW111,7,2022,TKN,0.02984,mg/L
DEP,HIL058,7,2022,TKN,0.05088,mg/L
DEP,HIL051,9,2022,TKN,0.03016,mg/L
DEP,STL162,8,2022,TKN,0.07021,mg/L
DEP,BOC078,8,2022,TKN,0.03268,mg/L
DEP,STL166,8,2022,TKN,0.04094,mg/L
DEP,BAK033,8,2022,TKN,0.02984,mg/L
DEP,STL171,4,2022,TKN,0.04,mg/L
DEP,PEV053,5,2022,TKN,0.02984,mg/L
DEP,GOC006,5,2022,TKN,0.02984,mg/L
DEP,GOC006,5,2022,TKN,0.02984,mg/L
DEP,STL166,4,2022,TKN,0.04,mg/L
DEP,BOY090,4,2022,TKN,0.09,mg/L
DEP,BOC072,1,2022,TKN,0.04,mg/L
DEP,HIL058,7,2022,TKN,0.02984,mg/L
DEP,PEV041,6,2022,TKN,0.1314,mg/L
DEP,BAK032,8,2022,TKN,0.02984,mg/L
DEP,BAK027,8,2022,TKN,0.03981,mg/L
DEP,PEV040,8,2022,TKN,0.02984,mg/L
DEP,PEV043,2,2022,TKN,0.04,mg/L
DEP,BAK026,7,2022,TKN,0.02984,mg/L
DEP,BAK024,7,2022,TKN,0.02984,mg/L
DEP,BAK027,7,2022,TKN,0.02984,mg/L
DEP,STL161,7,2022,TKN,0.1345,mg/L
DEP,PEV052,8,2022,TKN,0.02984,mg/L
DEP,PEV049,8,2022,TKN,0.02984,mg/L
DEP,STL162,8,2022,TKN,0.08136,mg/L
DEP,BOC079,8,2022,TKN,0.06774,mg/L
DEP,ILW115,9,2022,TKN,0.06535,mg/L
DEP,GOC004,9,2022,TKN,0.05081,mg/L
DEP,BAK032,7,2022,TKN,0.02984,mg/L
DEP,BOC078,4,2022,TKN,0.04,mg/L
DEP,HIL063,4,2022,TKN,0.04,mg/L
DEP,GOC001,4,2022,TKN,0.04,mg/L
DEP,PEV044,9,2022,TKN,0.1003,mg/L
DEP,HIL050,9,2022,TKN,0.2977,mg/L
DEP,HIL061,9,2022,TKN,0.08066,mg/L
DEP,BOY091,3,2022,TKN,0.04,mg/L
DEP,BOY100,9,2022,TKN,0.02984,mg/L
DEP,ILW115,9,2022,TKN,0.04294,mg/L
DEP,JUP126,1,2022,TKN,0.04,mg/L
DEP,ILW115,1,2022,TKN,0.04,mg/L
DEP,STL165,1,2022,TKN,0.04,mg/L
DEP,BOC077,3,2022,TKN,0.04,mg/L
DEP,BOY092,6,2022,TKN,0.0401,mg/L
DEP,BOY094,5,2022,TKN,0.02984,mg/L
DEP,JUP128,5,2022,TKN,0.02984,mg/L
DEP,BOY101,6,2022,TKN,0.07066,mg/L
DEP,BOY097,8,2022,TKN,0.03972,mg/L
DEP,GOC012,8,2022,TKN,0.02984,mg/L
DEP,BAK032,9,2022,TKN,0.08564,mg/L
DEP,ILW112,1,2022,TKN,0.04,mg/L
DEP,STL161,1,2022,TKN,0.068,mg/L
DEP,ILW116,1,2022,TKN,0.04,mg/L
DEP,STL161,1,2022,TKN,0.077,mg/L
DEP,JUP128,1,2022,TKN,0.079,mg/L
DEP,PEV043,1,2022,TKN,0.04,mg/L
DEP,BOY101,5,2022,TKN,0.02984,mg/L
DEP,JUP124,5,2022,TKN,0.02984,mg/L
DEP,BOC078,9,2022,TKN,0.07332,mg/L
DEP,HIL055,4,2022,TKN,0.04,mg/L
DEP,BAK030,6,2022,TKN,0.1253,mg/L
DEP,BOC075,9,2022,TKN,0.06258,mg/L
DEP,BAK024,8,2022,TKN,0.0447,mg/L
DEP,HIL062,8,2022,TKN,0.04651,mg/L
DEP,HIL059,8,2022,TKN,0.06139,mg/L
DEP,STL168,5,2022,TKN,0.09269,mg/L
DEP,ILW119,9,2022,TKN,0.06921,mg/L
DEP,ILW114,9,2022,TKN,0.06801,mg/L
DEP,BOC082,9,2022,TKN,0.06566,mg/L
DEP,ILW113,7,2022,TKN,0.0345,mg/L
DEP,GOC004,7,2022,TKN,0.04787,mg/L
DEP,GOC002,6,2022,TKN,0.03712,mg/L
DEP,GOC006,6,2022,TKN,0.0689,mg/L
DEP,JUP123,3,2022,TKN,0.076,mg/L
DEP,HIL055,3,2022,TKN,0.04,mg/L
DEP,JUP123,3,2022,TKN,0.055,mg/L
DEP,HIL058,3,2022,TKN,0.04,mg/L
DEP,JUP122,3,2022,TKN,0.04,mg/L
DEP,GOC009,6,2022,TKN,0.1342,mg/L
DEP,BOC070,3,2022,TKN,0.066,mg/L
DEP,BAK024,3,2022,TKN,0.04,mg/L
DEP,JUP128,3,2022,TKN,0.04,mg/L
DEP,PEV043,3,2022,TKN,0.04,mg/L
DEP,BAK026,3,2022,TKN,0.04,mg/L
DEP,ILW119,8,2022,TKN,0.03919,mg/L
DEP,BOY099,8,2022,TKN,0.05056,mg/L
DEP,ILW115,8,2022,TKN,0.02984,mg/L
DEP,ILW117,3,2022,TKN,0.04,mg/L
DEP,ILW114,3,2022,TKN,0.04,mg/L
DEP,JUP126,4,2022,TKN,0.075,mg/L
DEP,ILW116,4,2022,TKN,0.132,mg/L
DEP,JUP127,3,2022,TKN,0.04,mg/L
DEP,BAK028,3,2022,TKN,0.04,mg/L
DEP,GOC005,2,2022,TKN,0.04,mg/L
DEP,BOY090,1,2022,TKN,0.093,mg/L
DEP,PEV049,2,2022,TKN,0.04,mg/L
DEP,BOC077,2,2022,TKN,0.04,mg/L
DEP,GOC009,9,2022,TKN,0.05084,mg/L
DEP,HIL059,2,2022,TKN,0.04,mg/L
DEP,BAK028,8,2022,TKN,0.03214,mg/L
DEP,HIL056,1,2022,TKN,0.04,mg/L
DEP,BAK025,7,2022,TKN,0.0379,mg/L
DEP,BOY099,4,2022,TKN,0.058,mg/L
DEP,PEV046,5,2022,TKN,0.02984,mg/L
DEP,PEV042,5,2022,TKN,0.02984,mg/L
DEP,PEV042,5,2022,TKN,0.02984,mg/L
DEP,ILW112,4,2022,TKN,0.04,mg/L
DEP,PEV040,5,2022,TKN,0.02984,mg/L
DEP,ILW112,4,2022,TKN,0.04,mg/L
DEP,GOC005,1,2022,TKN,0.04,mg/L
DEP,PEV049,6,2022,TKN,0.02984,mg/L
DEP,PEV048,6,2022,TKN,0.02984,mg/L
DEP,STL172,8,2022,TKN,0.02984,mg/L
DEP,BOY093,4,2022,TKN,0.101,mg/L
DEP,ILW116,4,2022,TKN,0.041,mg/L
DEP,BOY091,4,2022,TKN,0.04,mg/L
DEP,BOY090,4,2022,TKN,0.105,mg/L
DEP,BAK021,4,2022,TKN,0.04,mg/L
DEP,BAK029,4,2022,TKN,0.04,mg/L
DEP,HIL058,4,2022,TKN,0.04,mg/L
DEP,GOC011,1,2022,TKN,0.04,mg/L
DEP,HIL060,6,2022,TKN,0.1495,mg/L
DEP,BAK022,6,2022,TKN,0.05171,mg/L
DEP,BAK022,6,2022,TKN,0.03173,mg/L
DEP,ILW110,4,2022,TKN,0.04,mg/L
DEP,BAK028,4,2022,TKN,0.04,mg/L
DEP,BAK028,4,2022,TKN,0.04,mg/L
DEP,ILW110,4,2022,TKN,0.04,mg/L
DEP,ILW113,5,2022,TKN,0.02984,mg/L
DEP,HIL062,5,2022,TKN,0.1058,mg/L
DEP,BAK027,5,2022,TKN,0.02984,mg/L
DEP,BOY093,5,2022,TKN,0.02984,mg/L
DEP,GOC009,5,2022,TKN,0.02984,mg/L
DEP,ILW113,4,2022,TKN,0.04,mg/L
DEP,GOC010,4,2022,TKN,0.04,mg/L
DEP,BOY093,1,2022,TKN,0.04,mg/L
DEP,BOC078,2,2022,TKN,0.04,mg/L
DEP,GOC005,2,2022,TKN,0.04,mg/L
DEP,PEV044,4,2022,TKN,0.04,mg/L
DEP,GOC007,4,2022,TKN,0.04,mg/L
DEP,BAK023,1,2022,TKN,0.04,mg/L
DEP,HIL053,9,2022,TKN,0.02984,mg/L
DEP,HIL051,9,2022,TKN,0.05989,mg/L
DEP,PEV041,1,2022,TKN,0.04,mg/L
DEP,JUP124,2,2022,TKN,0.04,mg/L
DEP,BOC070,2,2022,TKN,0.041,mg/L
DEP,STL162,2,2022,TKN,0.048,mg/L
DEP,GOC015,3,2022,TKN,0.161,mg/L
DEP,BAK024,9,2022,TKN,0.02984,mg/L
DEP,BAK025,9,2022,TKN,0.03675,mg/L
DEP,PEV045,6,2022,TKN,0.02984,mg/L
DEP,HIL056,7,2022,TKN,0.02984,mg/L
DEP,HIL056,7,2022,TKN,0.02984,mg/L
DEP,BAK023,7,2022,TKN,0.02984,mg/L
DEP,BAK020,7,2022,TKN,0.09012,mg/L
DEP,BAK022,7,2022,TKN,0.02984,mg/L
DEP,BAK024,6,2022,TKN,0.02984,mg/L
DEP,BAK024,6,2022,TKN,0.02984,mg/L
DEP,ILW114,2,2022,TKN,0.044,mg/L
DEP,STL170,2,2022,TKN,0.04,mg/L
DEP,ILW119,2,2022,TKN,0.04,mg/L
DEP,JUP124,1,2022,TKN,0.04,mg/L
DEP,ILW112,1,2022,TKN,0.054,mg/L
DEP,ILW110,1,2022,TKN,0.04,mg/L
DEP,PEV041,1,2022,TKN,0.04,mg/L
DEP,JUP121,1,2022,TKN,0.04,mg/L
DEP,HIL054,1,2022,TKN,0.04,mg/L
DEP,BOC081,1,2022,TKN,0.04,mg/L
DEP,PEV047,9,2022,TKN,0.05068,mg/L
DEP,GOC008,1,2022,TKN,0.052,mg/L
DEP,PEV045,8,2022,TKN,0.02984,mg/L
DEP,BOC070,8,2022,TKN,0.08215,mg/L
DEP,JUP120,9,2022,TKN,0.08929,mg/L
DEP,BAK026,3,2022,TKN,0.04,mg/L
DEP,GOC012,3,2022,TKN,0.04,mg/L
DEP,STL161,8,2022,TKN,0.114,mg/L
DEP,BAK028,9,2022,TKN,0.02984,mg/L
DEP,HIL058,3,2022,TKN,0.04,mg/L
DEP,BAK024,5,2022,TKN,0.04808,mg/L
DEP,STL167,5,2022,TKN,0.08678,mg/L
DEP,GOC004,9,2022,TKN,0.03587,mg/L
DEP,BOC073,9,2022,TKN,0.06122,mg/L
DEP,JUP127,9,2022,TKN,0.06188,mg/L
DEP,GOC015,9,2022,TKN,0.09843,mg/L
DEP,GOC014,9,2022,TKN,0.08687,mg/L
DEP,GOC004,8,2022,TKN,0.07016,mg/L
DEP,BOC083,4,2022,TKN,0.04,mg/L
DEP,BOY093,3,2022,TKN,0.04,mg/L
DEP,GOC004,8,2022,TKN,0.03266,mg/L
DEP,BAK029,9,2022,TKN,0.02984,mg/L
DEP,BOY094,8,2022,TKN,0.04543,mg/L
DEP,BOC083,3,2022,TKN,0.05,mg/L
DEP,BOY090,1,2022,TKN,0.061,mg/L
DEP,HIL052,8,2022,TKN,0.03341,mg/L
DEP,HIL061,3,2022,TKN,0.04,mg/L
DEP,BOY101,3,2022,TKN,0.04,mg/L
DEP,HIL054,3,2022,TKN,0.04,mg/L
DEP,BOC078,9,2022,TKN,0.0607,mg/L
DEP,STL162,4,2022,TKN,0.04,mg/L
DEP,GOC001,7,2022,TKN,0.09256,mg/L
DEP,BOY092,2,2022,TKN,0.04,mg/L
DEP,STL169,2,2022,TKN,0.04,mg/L
DEP,STL169,6,2022,TKN,0.0658,mg/L
DEP,STL170,6,2022,TKN,0.02984,mg/L
DEP,GOC005,6,2022,TKN,0.123,mg/L
DEP,HIL054,2,2022,TKN,0.04,mg/L
DEP,ILW119,5,2022,TKN,0.02984,mg/L
DEP,ILW112,6,2022,TKN,0.02984,mg/L
DEP,HIL052,2,2022,TKN,0.04,mg/L
DEP,STL168,7,2022,TKN,0.04459,mg/L
DEP,BOC074,5,2022,TKN,0.02984,mg/L
DEP,STL161,5,2022,TKN,0.1178,mg/L
DEP,STL171,5,2022,TKN,0.08303,mg/L
DEP,STL171,5,2022,TKN,0.08795,mg/L
DEP,ILW117,6,2022,TKN,0.02984,mg/L
DEP,HIL053,6,2022,TKN,0.02984,mg/L
DEP,BAK024,3,2022,TKN,0.04,mg/L
DEP,BAK021,3,2022,TKN,0.04,mg/L
DEP,PEV046,2,2022,TKN,0.04,mg/L
DEP,GOC007,2,2022,TKN,0.04,mg/L
DEP,ILW113,1,2022,TKN,0.04,mg/L
DEP,GOC010,2,2022,TKN,0.04,mg/L
DEP,PEV041,8,2022,TKN,0.02993,mg/L
DEP,BOC072,8,2022,TKN,0.02984,mg/L
DEP,BOY095,3,2022,TKN,0.04,mg/L
DEP,BOY101,3,2022,TKN,0.04,mg/L
DEP,BOY092,3,2022,TKN,0.04,mg/L
DEP,BAK021,1,2022,TKN,0.04,mg/L
DEP,BOC072,1,2022,TKN,0.04,mg/L
DEP,BOY093,5,2022,TKN,0.02984,mg/L
DEP,BOY097,5,2022,TKN,0.02984,mg/L
DEP,JUP128,5,2022,TKN,0.02984,mg/L
DEP,BOY096,3,2022,TKN,0.04,mg/L
DEP,GOC010,1,2022,TKN,0.04,mg/L
DEP,BAK022,2,2022,TKN,0.04,mg/L
DEP,PEV046,2,2022,TKN,0.04,mg/L
DEP,ILW113,1,2022,TKN,0.04,mg/L
DEP,HIL059,5,2022,TKN,0.05875,mg/L
DEP,ILW113,5,2022,TKN,0.02984,mg/L
DEP,HIL060,5,2022,TKN,0.318,mg/L
DEP,HIL063,5,2022,TKN,0.02984,mg/L
DEP,BAK024,5,2022,TKN,0.02984,mg/L
DEP,HIL050,8,2022,TKN,0.06058,mg/L
DEP,ILW113,7,2022,TKN,0.02984,mg/L
DEP,HIL058,5,2022,TKN,0.02984,mg/L
DEP,GOC008,6,2022,TKN,0.05763,mg/L
DEP,ILW113,4,2022,TKN,0.04,mg/L
DEP,PEV044,5,2022,TKN,0.02984,mg/L
DEP,ILW114,4,2022,TKN,0.051,mg/L
DEP,STL168,6,2022,TKN,0.0427,mg/L
DEP,PEV048,3,2022,TKN,0.04,mg/L
DEP,PEV048,3,2022,TKN,0.04,mg/L
DEP,BAK024,8,2022,TKN,0.02984,mg/L
DEP,ILW110,7,2022,TKN,0.02984,mg/L
DEP,BAK022,9,2022,TKN,0.08961,mg/L
DEP,JUP120,8,2022,TKN,0.03677,mg/L
DEP,GOC011,8,2022,TKN,0.02984,mg/L
DEP,GOC006,8,2022,TKN,0.02984,mg/L
DEP,HIL055,8,2022,TKN,0.03906,mg/L
DEP,HIL055,8,2022,TKN,0.03156,mg/L
DEP,PEV048,8,2022,TKN,0.03903,mg/L
DEP,STL166,8,2022,TKN,0.05112,mg/L
DEP,HIL056,9,2022,TKN,0.05735,mg/L
DEP,PEV043,9,2022,TKN,0.03178,mg/L
DEP,PEV041,9,2022,TKN,0.0691,mg/L
DEP,PEV045,9,2022,TKN,0.05985,mg/L
DEP,GOC002,7,2022,TKN,0.07652,mg/L
DEP,BOY100,7,2022,TKN,0.02984,mg/L
DEP,STL164,7,2022,TKN,0.02984,mg/L
DEP,GOC011,4,2022,TKN,0.04,mg/L
DEP,BOC079,4,2022,TKN,0.04,mg/L
DEP,PEV044,4,2022,TKN,0.04,mg/L
DEP,BOY095,8,2022,TKN,0.02984,mg/L
DEP,STL163,4,2022,TKN,0.04,mg/L
DEP,BAK029,7,2022,TKN,0.02984,mg/L
DEP,ILW117,1,2022,TKN,0.04,mg/L
DEP,JUP120,2,2022,TKN,0.04,mg/L
DEP,ILW117,2,2022,TKN,0.04,mg/L
DEP,JUP126,2,2022,TKN,0.04,mg/L
DEP,BOY098,2,2022,TKN,0.04,mg/L
DEP,GOC011,6,2022,TKN,0.02984,mg/L
DEP,JUP120,5,2022,TKN,0.02984,mg/L
DEP,ILW114,3,2022,TKN,0.04,mg/L
DEP,PEV043,6,2022,TKN,0.02991,mg/L
DEP,HIL053,3,2022,TKN,0.04,mg/L
DEP,HIL061,5,2022,TKN,0.02984,mg/L
DEP,GOC011,2,2022,TKN,0.04,mg/L
DEP,JUP129,2,2022,TKN,0.04,mg/L
DEP,JUP127,2,2022,TKN,0.061,mg/L
DEP,HIL056,2,2022,TKN,0.04,mg/L
DEP,JUP123,9,2022,TKN,0.1488,mg/L
DEP,STL164,9,2022,TKN,0.08752,mg/L
DEP,PEV052,1,2022,TKN,0.04,mg/L
DEP,STL171,1,2022,TKN,0.04,mg/L
DEP,STL166,1,2022,TKN,0.04,mg/L
DEP,BOC071,2,2022,TKN,0.04,mg/L
DEP,BOC083,2,2022,TKN,0.04,mg/L
DEP,BAK021,2,2022,TKN,0.04,mg/L
DEP,BAK029,2,2022,TKN,0.04,mg/L
DEP,STL168,2,2022,TKN,0.04,mg/L
DEP,ILW116,2,2022,TKN,0.04,mg/L
DEP,JUP123,9,2022,TKN,0.1703,mg/L
DEP,STL168,5,2022,TKN,0.08949,mg/L
DEP,BOC082,2,2022,TKN,0.04,mg/L
DEP,BAK028,2,2022,TKN,0.04,mg/L
DEP,HIL055,1,2022,TKN,0.04,mg/L
DEP,JUP122,6,2022,TKN,0.02984,mg/L
DEP,JUP120,6,2022,TKN,0.02984,mg/L
DEP,ILW118,9,2022,TKN,0.0544,mg/L
DEP,BOC072,9,2022,TKN,0.07069,mg/L
DEP,BOC074,9,2022,TKN,0.05418,mg/L
DEP,PEV046,9,2022,TKN,0.07302,mg/L
DEP,GOC007,1,2022,TKN,0.04,mg/L
DEP,BAK022,1,2022,TKN,0.04,mg/L
DEP,BOC071,9,2022,TKN,0.09804,mg/L
DEP,BOC076,9,2022,TKN,0.08992,mg/L
DEP,BOY096,8,2022,TKN,0.04337,mg/L
DEP,ILW112,8,2022,TKN,0.02984,mg/L
DEP,BAK025,9,2022,TKN,0.02984,mg/L
DEP,PEV046,4,2022,TKN,0.04,mg/L
DEP,BOY091,9,2022,TKN,0.03501,mg/L
DEP,STL170,1,2022,TKN,0.059,mg/L
DEP,JUP120,1,2022,TKN,0.047,mg/L
DEP,STL172,8,2022,TKN,0.02984,mg/L
DEP,BAK022,8,2022,TKN,0.04963,mg/L
DEP,BOC072,5,2022,TKN,0.02984,mg/L
DEP,PEV042,7,2022,TKN,0.02984,mg/L
DEP,BOY091,6,2022,TKN,0.02984,mg/L
DEP,GOC002,5,2022,TKN,0.05028,mg/L
DEP,STL167,7,2022,TKN,0.02984,mg/L
DEP,STL171,7,2022,TKN,0.06726,mg/L
DEP,JUP123,1,2022,TKN,0.04,mg/L
DEP,JUP123,1,2022,TKN,0.04,mg/L
DEP,PEV044,1,2022,TKN,0.04,mg/L
DEP,BAK023,7,2022,TKN,0.05115,mg/L
DEP,PEV043,8,2022,TKN,0.02984,mg/L
DEP,STL169,9,2022,TKN,0.1025,mg/L
DEP,GOC012,9,2022,TKN,0.07632,mg/L
DEP,BOC077,8,2022,TKN,0.0475,mg/L
DEP,JUP127,9,2022,TKN,0.03582,mg/L
DEP,BOY095,9,2022,TKN,0.0359,mg/L
DEP,BOY100,9,2022,TKN,0.02984,mg/L
DEP,STL166,9,2022,TKN,0.08555,mg/L
DEP,BOY092,8,2022,TKN,0.04517,mg/L
DEP,GOC015,1,2022,TKN,0.314,mg/L
DEP,BAK030,7,2022,TKN,0.02984,mg/L
DEP,STL162,9,2022,TKN,0.1055,mg/L
DEP,GOC010,9,2022,TKN,0.07435,mg/L
DEP,BOY095,7,2022,TKN,0.02984,mg/L
DEP,BAK033,7,2022,TKN,0.02984,mg/L
DEP,HIL052,3,2022,TKN,0.04,mg/L
DEP,GOC011,2,2022,TKN,0.04,mg/L
DEP,ILW111,1,2022,TKN,0.04,mg/L
DEP,PEV043,2,2022,TKN,0.04,mg/L
DEP,ILW111,1,2022,TKN,0.04,mg/L
DEP,BOY098,1,2022,TKN,0.04,mg/L
DEP,BOY098,1,2022,TKN,0.04,mg/L
DEP,ILW114,6,2022,TKN,0.02984,mg/L
DEP,JUP127,5,2022,TKN,0.02984,mg/L
DEP,JUP129,5,2022,TKN,0.02984,mg/L
DEP,PEV048,5,2022,TKN,0.02984,mg/L
DEP,ILW115,4,2022,TKN,0.04,mg/L
DEP,ILW115,4,2022,TKN,0.091,mg/L
DEP,BOY100,5,2022,TKN,0.02984,mg/L
DEP,BOY090,5,2022,TKN,0.07501,mg/L
DEP,BOC081,3,2022,TKN,0.056,mg/L
DEP,BOY091,5,2022,TKN,0.02984,mg/L
DEP,PEV043,1,2022,TKN,0.04,mg/L
DEP,HIL053,1,2022,TKN,0.04,mg/L
DEP,HIL053,1,2022,TKN,0.04,mg/L
DEP,BOC081,4,2022,TKN,0.04,mg/L
DEP,ILW118,3,2022,TKN,0.04,mg/L
DEP,HIL051,3,2022,TKN,0.04,mg/L
DEP,BOC082,4,2022,TKN,0.04,mg/L
