Source,Site,Date,Month,Year,Parameter,Value,Units,Total Depth,Sample Depth
AOML,1,Jun-98,6,1998,SiO2,2.09,umol/L,,0
AOML,2,Jun-98,6,1998,SiO2,0.61,umol/L,,0
AOML,3,Jun-98,6,1998,SiO2,0.39,umol/L,,0
AOML,6,Jun-98,6,1998,SiO2,0.32,umol/L,,0
AOML,5,Jun-98,6,1998,SiO2,2.02,umol/L,,0
AOML,4,Jun-98,6,1998,SiO2,6.68,umol/L,,0
AOML,7,Jun-98,6,1998,SiO2,3.31,umol/L,,0
AOML,8,Jun-98,6,1998,SiO2,0.32,umol/L,,0
AOML,9,Jun-98,6,1998,SiO2,0.8,umol/L,,0
AOML,12,Jun-98,6,1998,SiO2,0.32,umol/L,,0
AOML,11,Jun-98,6,1998,SiO2,5.37,umol/L,,0
AOML,10,Jun-98,6,1998,SiO2,0.45,umol/L,,0
AOML,13,Jun-98,6,1998,SiO2,2.19,umol/L,,0
AOML,14,Jun-98,6,1998,SiO2,0.48,umol/L,,0
AOML,15,Jun-98,6,1998,SiO2,0.9,umol/L,,0
AOML,16,Jun-98,6,1998,SiO2,2.31,umol/L,,0
AOML,17,Jun-98,6,1998,SiO2,4.56,umol/L,,0
AOML,18,Jun-98,6,1998,SiO2,1,umol/L,,0
AOML,21,Jun-98,6,1998,SiO2,0.9,umol/L,,0
AOML,20,Jun-98,6,1998,SiO2,1.58,umol/L,,0
AOML,19,Jun-98,6,1998,SiO2,0.96,umol/L,,0
AOML,23,Jun-98,6,1998,SiO2,0.9,umol/L,,0
AOML,30,Jun-98,6,1998,SiO2,4.67,umol/L,,0
AOML,30.5,Jun-98,6,1998,SiO2,0.86,umol/L,,0
AOML,31,Jun-98,6,1998,SiO2,0.86,umol/L,,0
AOML,32,Jun-98,6,1998,SiO2,0.86,umol/L,,0
AOML,33,Jun-98,6,1998,SiO2,0.86,umol/L,,0
AOML,34,Jun-98,6,1998,SiO2,10.72,umol/L,,0
AOML,43,Jun-98,6,1998,SiO2,0.86,umol/L,,0
AOML,43,Jun-98,6,1998,SiO2,0.86,umol/L,,0
AOML,42,Jun-98,6,1998,SiO2,2.64,umol/L,,0
AOML,41,Jun-98,6,1998,SiO2,6.85,umol/L,,0
AOML,40,Jun-98,6,1998,SiO2,8.88,umol/L,,0
AOML,39,Jun-98,6,1998,SiO2,9.76,umol/L,,0
AOML,46,Jun-98,6,1998,SiO2,0.86,umol/L,,0
AOML,47,Jun-98,6,1998,SiO2,15.99,umol/L,,0
AOML,49,Jun-98,6,1998,SiO2,15.63,umol/L,,0
AOML,50,Jun-98,6,1998,SiO2,6.98,umol/L,,0
AOML,51,Jun-98,6,1998,SiO2,14.89,umol/L,,0
AOML,53,Jun-98,6,1998,SiO2,21.69,umol/L,,0
AOML,54,Jun-98,6,1998,SiO2,25.1,umol/L,,0
AOML,55,Jun-98,6,1998,SiO2,17.75,umol/L,,0
AOML,56,Jun-98,6,1998,SiO2,10.61,umol/L,,0
AOML,57,Jun-98,6,1998,SiO2,0,umol/L,,0
AOML,60,Jun-98,6,1998,SiO2,0.43,umol/L,,0
AOML,61,Jun-98,6,1998,SiO2,4.76,umol/L,,0
AOML,63,Jun-98,6,1998,SiO2,2.33,umol/L,,0
AOML,64,Jun-98,6,1998,SiO2,2.3,umol/L,,0
AOML,65,Jun-98,6,1998,SiO2,0,umol/L,,0
AOML,66,Jun-98,6,1998,SiO2,2.06,umol/L,,0
AOML,67,Jun-98,6,1998,SiO2,2.67,umol/L,,0
AOML,68,Jun-98,6,1998,SiO2,6.83,umol/L,,0
AOML,69,Jun-98,6,1998,SiO2,3.75,umol/L,,0
AOML,70,Jun-98,6,1998,SiO2,15.9,umol/L,,0
AOML,69,Feb-99,2,1999,SiO2,0,umol/L,,0
AOML,68,Feb-99,2,1999,SiO2,0,umol/L,,0
AOML,64,Feb-99,2,1999,SiO2,0.77,umol/L,,0
AOML,63,Feb-99,2,1999,SiO2,0,umol/L,,0
AOML,61,Feb-99,2,1999,SiO2,0,umol/L,,0
AOML,60,Feb-99,2,1999,SiO2,0,umol/L,,0
AOML,59,Feb-99,2,1999,SiO2,0,umol/L,,0
AOML,58,Feb-99,2,1999,SiO2,0,umol/L,,0
AOML,57,Feb-99,2,1999,SiO2,10.36,umol/L,,0
AOML,56,Feb-99,2,1999,SiO2,9.25,umol/L,,0
AOML,55,Feb-99,2,1999,SiO2,10.1,umol/L,,0
AOML,54,Feb-99,2,1999,SiO2,8.31,umol/L,,0
AOML,53,Feb-99,2,1999,SiO2,12.41,umol/L,,0
AOML,52,Feb-99,2,1999,SiO2,7.02,umol/L,,0
AOML,51,Feb-99,2,1999,SiO2,2.57,umol/L,,0
AOML,50,Feb-99,2,1999,SiO2,0.26,umol/L,,0
AOML,49,Feb-99,2,1999,SiO2,8.22,umol/L,,0
AOML,48,Feb-99,2,1999,SiO2,11.47,umol/L,,0
AOML,47,Feb-99,2,1999,SiO2,6.16,umol/L,,0
AOML,46,Feb-99,2,1999,SiO2,2.65,umol/L,,0
AOML,45,Feb-99,2,1999,SiO2,2.57,umol/L,,0
AOML,44,Feb-99,2,1999,SiO2,0,umol/L,,0
AOML,43,Feb-99,2,1999,SiO2,0,umol/L,,0
AOML,42,Feb-99,2,1999,SiO2,0,umol/L,,0
AOML,41,Feb-99,2,1999,SiO2,3.34,umol/L,,0
AOML,40,Feb-99,2,1999,SiO2,14.9,umol/L,,0
AOML,39,Feb-99,2,1999,SiO2,7.53,umol/L,,0
AOML,34,Feb-99,2,1999,SiO2,8.82,umol/L,,0
AOML,33,Feb-99,2,1999,SiO2,14.9,umol/L,,0
AOML,32,Feb-99,2,1999,SiO2,10.36,umol/L,,0
AOML,31,Feb-99,2,1999,SiO2,0,umol/L,,0
AOML,30.5,Feb-99,2,1999,SiO2,0,umol/L,,0
AOML,30,Feb-99,2,1999,SiO2,0,umol/L,,0
AOML,24,Feb-99,2,1999,SiO2,1.01,umol/L,,0
AOML,23,Feb-99,2,1999,SiO2,2.74,umol/L,,0
AOML,22,Feb-99,2,1999,SiO2,0.14,umol/L,,0
AOML,21,Feb-99,2,1999,SiO2,8.23,umol/L,,0
AOML,16,Feb-99,2,1999,SiO2,3.39,umol/L,,0
AOML,17,Feb-99,2,1999,SiO2,23.88,umol/L,,0
AOML,18,Feb-99,2,1999,SiO2,0.22,umol/L,,0
AOML,13,Feb-99,2,1999,SiO2,24.75,umol/L,,0
AOML,10,Feb-99,2,1999,SiO2,1.44,umol/L,,0
AOML,11,Feb-99,2,1999,SiO2,1.08,umol/L,,0
AOML,12,Feb-99,2,1999,SiO2,0.36,umol/L,,0
AOML,7,Feb-99,2,1999,SiO2,2.09,umol/L,,0
AOML,8,Feb-99,2,1999,SiO2,7,umol/L,,0
AOML,9,Feb-99,2,1999,SiO2,0.36,umol/L,,0
AOML,6,Feb-99,2,1999,SiO2,0.51,umol/L,,0
AOML,4,Feb-99,2,1999,SiO2,0.94,umol/L,,0
AOML,3,Feb-99,2,1999,SiO2,0.43,umol/L,,0
AOML,1,Feb-99,2,1999,SiO2,1.3,umol/L,,0
AOML,24,Apr-99,4,1999,SiO2,0,umol/L,,0
AOML,23,Apr-99,4,1999,SiO2,0,umol/L,,0
AOML,22,Apr-99,4,1999,SiO2,0,umol/L,,0
AOML,19,Apr-99,4,1999,SiO2,0,umol/L,,0
AOML,20,Apr-99,4,1999,SiO2,0,umol/L,,0
AOML,21,Apr-99,4,1999,SiO2,0,umol/L,,0
AOML,18,Apr-99,4,1999,SiO2,0,umol/L,,0
AOML,17,Apr-99,4,1999,SiO2,0,umol/L,,0
AOML,16,Apr-99,4,1999,SiO2,0,umol/L,,0
AOML,15,Apr-99,4,1999,SiO2,0,umol/L,,0
AOML,14,Apr-99,4,1999,SiO2,0.59,umol/L,,0
AOML,13,Apr-99,4,1999,SiO2,4.02,umol/L,,0
AOML,10,Apr-99,4,1999,SiO2,3.05,umol/L,,0
AOML,11,Apr-99,4,1999,SiO2,3.77,umol/L,,0
AOML,12,Apr-99,4,1999,SiO2,1.05,umol/L,,0
AOML,7,Apr-99,4,1999,SiO2,3.23,umol/L,,0
AOML,8,Apr-99,4,1999,SiO2,1.71,umol/L,,0
AOML,9,Apr-99,4,1999,SiO2,1.32,umol/L,,0
AOML,6,Apr-99,4,1999,SiO2,0.06,umol/L,,0
AOML,5,Apr-99,4,1999,SiO2,0,umol/L,,0
AOML,4,Apr-99,4,1999,SiO2,0,umol/L,,0
AOML,3,Apr-99,4,1999,SiO2,0.54,umol/L,,0
AOML,2,Apr-99,4,1999,SiO2,4.13,umol/L,,0
AOML,1,Apr-99,4,1999,SiO2,4.01,umol/L,,0
AOML,1,Jun-99,6,1999,SiO2,2.09,umol/L,,0
AOML,2,Jun-99,6,1999,SiO2,0.61,umol/L,,0
AOML,3,Jun-99,6,1999,SiO2,0.39,umol/L,,0
AOML,4,Jun-99,6,1999,SiO2,6.68,umol/L,,0
AOML,5,Jun-99,6,1999,SiO2,2.02,umol/L,,0
AOML,6,Jun-99,6,1999,SiO2,0.32,umol/L,,0
AOML,7,Jun-99,6,1999,SiO2,3.31,umol/L,,0
AOML,8,Jun-99,6,1999,SiO2,0.32,umol/L,,0
AOML,9,Jun-99,6,1999,SiO2,0.8,umol/L,,0
AOML,10,Jun-99,6,1999,SiO2,0.45,umol/L,,0
AOML,11,Jun-99,6,1999,SiO2,5.37,umol/L,,0
AOML,12,Jun-99,6,1999,SiO2,0.32,umol/L,,0
AOML,15,Jun-99,6,1999,SiO2,0.9,umol/L,,0
AOML,14,Jun-99,6,1999,SiO2,0.48,umol/L,,0
AOML,13,Jun-99,6,1999,SiO2,2.19,umol/L,,0
AOML,18,Jun-99,6,1999,SiO2,1,umol/L,,0
AOML,17,Jun-99,6,1999,SiO2,4.56,umol/L,,0
AOML,16,Jun-99,6,1999,SiO2,2.31,umol/L,,0
AOML,19,Jun-99,6,1999,SiO2,0.96,umol/L,,0
AOML,20,Jun-99,6,1999,SiO2,1.58,umol/L,,0
AOML,21,Jun-99,6,1999,SiO2,0.9,umol/L,,0
AOML,23,Jun-99,6,1999,SiO2,0.9,umol/L,,0
AOML,30,Jun-99,6,1999,SiO2,4.67,umol/L,,0
AOML,30.5,Jun-99,6,1999,SiO2,0.86,umol/L,,0
AOML,31,Jun-99,6,1999,SiO2,0.86,umol/L,,0
AOML,32,Jun-99,6,1999,SiO2,0.86,umol/L,,0
AOML,33,Jun-99,6,1999,SiO2,0.86,umol/L,,0
AOML,34,Jun-99,6,1999,SiO2,10.72,umol/L,,0
AOML,39,Jun-99,6,1999,SiO2,9.76,umol/L,,0
AOML,40,Jun-99,6,1999,SiO2,8.88,umol/L,,0
AOML,41,Jun-99,6,1999,SiO2,6.85,umol/L,,0
AOML,42,Jun-99,6,1999,SiO2,2.64,umol/L,,0
AOML,43,Jun-99,6,1999,SiO2,0.86,umol/L,,0
AOML,46,Jun-99,6,1999,SiO2,0.86,umol/L,,0
AOML,47,Jun-99,6,1999,SiO2,15.99,umol/L,,0
AOML,49,Jun-99,6,1999,SiO2,15.63,umol/L,,0
AOML,50,Jun-99,6,1999,SiO2,6.98,umol/L,,0
AOML,51,Jun-99,6,1999,SiO2,14.89,umol/L,,0
AOML,53,Jun-99,6,1999,SiO2,21.69,umol/L,,0
AOML,54,Jun-99,6,1999,SiO2,25.1,umol/L,,0
AOML,55,Jun-99,6,1999,SiO2,17.75,umol/L,,0
AOML,56,Jun-99,6,1999,SiO2,10.61,umol/L,,0
AOML,57,Jun-99,6,1999,SiO2,0,umol/L,,0
AOML,60,Jun-99,6,1999,SiO2,0.43,umol/L,,0
AOML,61,Jun-99,6,1999,SiO2,4.76,umol/L,,0
AOML,63,Jun-99,6,1999,SiO2,2.33,umol/L,,0
AOML,64,Jun-99,6,1999,SiO2,2.3,umol/L,,0
AOML,65,Jun-99,6,1999,SiO2,0,umol/L,,0
AOML,66,Jun-99,6,1999,SiO2,2.06,umol/L,,0
AOML,67,Jun-99,6,1999,SiO2,2.67,umol/L,,0
AOML,68,Jun-99,6,1999,SiO2,6.83,umol/L,,0
AOML,69,Jun-99,6,1999,SiO2,3.75,umol/L,,0
AOML,70,Jun-99,6,1999,SiO2,15.9,umol/L,,0
AOML,1,Aug-99,8,1999,SiO2,0.52,umol/L,,0
AOML,2,Aug-99,8,1999,SiO2,1.99,umol/L,,0
AOML,3,Aug-99,8,1999,SiO2,2.37,umol/L,,0
AOML,4,Aug-99,8,1999,SiO2,2.99,umol/L,,0
AOML,5,Aug-99,8,1999,SiO2,2.56,umol/L,,0
AOML,6,Aug-99,8,1999,SiO2,2.68,umol/L,,0
AOML,9,Aug-99,8,1999,SiO2,0.11,umol/L,,0
AOML,8,Aug-99,8,1999,SiO2,4.49,umol/L,,0
AOML,7,Aug-99,8,1999,SiO2,14.7,umol/L,,0
AOML,10,Aug-99,8,1999,SiO2,14.7,umol/L,,0
AOML,11,Aug-99,8,1999,SiO2,11.55,umol/L,,0
AOML,12,Aug-99,8,1999,SiO2,2.26,umol/L,,0
AOML,13,Aug-99,8,1999,SiO2,0,umol/L,,0
AOML,14,Aug-99,8,1999,SiO2,2.45,umol/L,,0
AOML,15,Aug-99,8,1999,SiO2,0,umol/L,,0
AOML,16,Aug-99,8,1999,SiO2,0,umol/L,,0
AOML,17,Aug-99,8,1999,SiO2,0,umol/L,,0
AOML,18,Aug-99,8,1999,SiO2,0,umol/L,,0
AOML,19,Aug-99,8,1999,SiO2,0,umol/L,,0
AOML,20,Aug-99,8,1999,SiO2,0,umol/L,,0
AOML,21,Aug-99,8,1999,SiO2,0,umol/L,,0
AOML,22,Aug-99,8,1999,SiO2,0,umol/L,,0
AOML,23,Aug-99,8,1999,SiO2,0,umol/L,,0
AOML,24,Aug-99,8,1999,SiO2,0,umol/L,,0
AOML,30,Aug-99,8,1999,SiO2,7,umol/L,,0
AOML,30.5,Aug-99,8,1999,SiO2,12.08,umol/L,,0
AOML,31,Aug-99,8,1999,SiO2,18.29,umol/L,,0
AOML,32,Aug-99,8,1999,SiO2,8.31,umol/L,,0
AOML,33,Aug-99,8,1999,SiO2,4.17,umol/L,,0
AOML,34,Aug-99,8,1999,SiO2,0,umol/L,,0
AOML,39,Aug-99,8,1999,SiO2,2.22,umol/L,,0
AOML,41,Aug-99,8,1999,SiO2,4.43,umol/L,,0
AOML,43,Aug-99,8,1999,SiO2,3.57,umol/L,,0
AOML,45,Aug-99,8,1999,SiO2,4.05,umol/L,,0
AOML,47,Aug-99,8,1999,SiO2,4.67,umol/L,,0
AOML,49,Aug-99,8,1999,SiO2,2.36,umol/L,,0
AOML,50,Aug-99,8,1999,SiO2,0,umol/L,,0
AOML,52,Aug-99,8,1999,SiO2,5.3,umol/L,,0
AOML,54,Aug-99,8,1999,SiO2,4.67,umol/L,,0
AOML,57,Aug-99,8,1999,SiO2,0,umol/L,,0
AOML,60,Aug-99,8,1999,SiO2,0,umol/L,,0
AOML,64,Aug-99,8,1999,SiO2,5.3,umol/L,,0
AOML,65,Aug-99,8,1999,SiO2,4.67,umol/L,,0
AOML,68,Aug-99,8,1999,SiO2,0,umol/L,,0
AOML,58,Oct-99,10,1999,SiO2,1.27,umol/L,,0
AOML,59,Oct-99,10,1999,SiO2,0,umol/L,,0
AOML,60,Oct-99,10,1999,SiO2,2.35,umol/L,,0
AOML,61,Oct-99,10,1999,SiO2,4.88,umol/L,,0
AOML,62,Oct-99,10,1999,SiO2,3.13,umol/L,,0
AOML,63,Oct-99,10,1999,SiO2,3.8,umol/L,,0
AOML,64,Oct-99,10,1999,SiO2,16.99,umol/L,,0
AOML,65,Oct-99,10,1999,SiO2,21.08,umol/L,,0
AOML,66,Oct-99,10,1999,SiO2,7.83,umol/L,,0
AOML,67,Oct-99,10,1999,SiO2,3.8,umol/L,,0
AOML,68,Oct-99,10,1999,SiO2,2.29,umol/L,,0
AOML,69,Oct-99,10,1999,SiO2,6.51,umol/L,,0
AOML,70,Oct-99,10,1999,SiO2,14.82,umol/L,,0
AOML,54,Oct-99,10,1999,SiO2,46.11,umol/L,,0
AOML,55,Oct-99,10,1999,SiO2,19.16,umol/L,,0
AOML,56,Oct-99,10,1999,SiO2,15.12,umol/L,,0
AOML,57,Oct-99,10,1999,SiO2,13.92,umol/L,,0
AOML,53,Oct-99,10,1999,SiO2,16.69,umol/L,,0
AOML,52,Oct-99,10,1999,SiO2,18.13,umol/L,,0
AOML,51,Oct-99,10,1999,SiO2,7.52,umol/L,,0
AOML,50,Oct-99,10,1999,SiO2,6.38,umol/L,,0
AOML,49,Oct-99,10,1999,SiO2,23.25,umol/L,,0
AOML,48,Oct-99,10,1999,SiO2,18.19,umol/L,,0
AOML,47,Oct-99,10,1999,SiO2,14.41,umol/L,,0
AOML,46,Oct-99,10,1999,SiO2,10.49,umol/L,,0
AOML,45,Oct-99,10,1999,SiO2,9.75,umol/L,,0
AOML,41,Oct-99,10,1999,SiO2,18.59,umol/L,,0
AOML,40,Oct-99,10,1999,SiO2,12.72,umol/L,,0
AOML,39,Oct-99,10,1999,SiO2,14.74,umol/L,,0
AOML,42,Oct-99,10,1999,SiO2,4.02,umol/L,,0
AOML,43,Oct-99,10,1999,SiO2,1.45,umol/L,,0
AOML,34,Oct-99,10,1999,SiO2,14.39,umol/L,,0
AOML,33,Oct-99,10,1999,SiO2,10.07,umol/L,,0
AOML,32,Oct-99,10,1999,SiO2,0.6,umol/L,,0
AOML,31,Oct-99,10,1999,SiO2,1.7,umol/L,,0
AOML,30.5,Oct-99,10,1999,SiO2,0,umol/L,,0
AOML,30,Oct-99,10,1999,SiO2,0.33,umol/L,,0
AOML,22,Oct-99,10,1999,SiO2,0.77,umol/L,,0
AOML,23,Oct-99,10,1999,SiO2,0.55,umol/L,,0
AOML,24,Oct-99,10,1999,SiO2,1.86,umol/L,,0
AOML,19,Oct-99,10,1999,SiO2,1.68,umol/L,,0
AOML,20,Oct-99,10,1999,SiO2,1.46,umol/L,,0
AOML,21,Oct-99,10,1999,SiO2,0.24,umol/L,,0
AOML,18,Oct-99,10,1999,SiO2,0.63,umol/L,,0
AOML,17,Oct-99,10,1999,SiO2,2.18,umol/L,,0
AOML,16,Oct-99,10,1999,SiO2,2.01,umol/L,,0
AOML,15,Oct-99,10,1999,SiO2,0.96,umol/L,,0
AOML,14,Oct-99,10,1999,SiO2,3.12,umol/L,,0
AOML,13,Oct-99,10,1999,SiO2,5.12,umol/L,,0
AOML,10,Oct-99,10,1999,SiO2,0.46,umol/L,,0
AOML,11,Oct-99,10,1999,SiO2,2.18,umol/L,,0
AOML,12,Oct-99,10,1999,SiO2,1.4,umol/L,,0
AOML,7,Oct-99,10,1999,SiO2,1.02,umol/L,,0
AOML,8,Oct-99,10,1999,SiO2,0.3,umol/L,,0
AOML,9,Oct-99,10,1999,SiO2,1.35,umol/L,,0
AOML,6,Oct-99,10,1999,SiO2,1.68,umol/L,,0
AOML,5,Oct-99,10,1999,SiO2,0.13,umol/L,,0
AOML,4,Oct-99,10,1999,SiO2,0.46,umol/L,,0
AOML,3,Oct-99,10,1999,SiO2,0.35,umol/L,,0
AOML,2,Oct-99,10,1999,SiO2,1.35,umol/L,,0
AOML,1,Oct-99,10,1999,SiO2,3.29,umol/L,,0
AOML,1,Dec-99,12,1999,SiO2,0,umol/L,,0
AOML,2,Dec-99,12,1999,SiO2,0,umol/L,,0
AOML,3,Dec-99,12,1999,SiO2,0,umol/L,,0
AOML,4,Dec-99,12,1999,SiO2,0,umol/L,,0
AOML,5,Dec-99,12,1999,SiO2,0,umol/L,,0
AOML,6,Dec-99,12,1999,SiO2,0,umol/L,,0
AOML,7,Dec-99,12,1999,SiO2,0.33,umol/L,,0
AOML,9,Dec-99,12,1999,SiO2,0,umol/L,,0
AOML,12,Dec-99,12,1999,SiO2,0,umol/L,,0
AOML,11,Dec-99,12,1999,SiO2,0.22,umol/L,,0
AOML,10,Dec-99,12,1999,SiO2,1.02,umol/L,,0
AOML,13,Dec-99,12,1999,SiO2,1.44,umol/L,,0
AOML,14,Dec-99,12,1999,SiO2,0,umol/L,,0
AOML,15,Dec-99,12,1999,SiO2,0,umol/L,,0
AOML,18,Dec-99,12,1999,SiO2,0,umol/L,,0
AOML,17,Dec-99,12,1999,SiO2,0.55,umol/L,,0
AOML,16,Dec-99,12,1999,SiO2,3.81,umol/L,,0
AOML,19,Dec-99,12,1999,SiO2,0.45,umol/L,,0
AOML,20,Dec-99,12,1999,SiO2,0.29,umol/L,,0
AOML,21,Dec-99,12,1999,SiO2,0.45,umol/L,,0
AOML,22,Dec-99,12,1999,SiO2,0.4,umol/L,,0
AOML,23,Dec-99,12,1999,SiO2,1.59,umol/L,,0
AOML,24,Dec-99,12,1999,SiO2,1.33,umol/L,,0
AOML,30,Dec-99,12,1999,SiO2,4.02,umol/L,,0
AOML,30.5,Dec-99,12,1999,SiO2,1.51,umol/L,,0
AOML,31,Dec-99,12,1999,SiO2,0.53,umol/L,,0
AOML,32,Dec-99,12,1999,SiO2,1.86,umol/L,,0
AOML,33,Dec-99,12,1999,SiO2,1.76,umol/L,,0
AOML,34,Dec-99,12,1999,SiO2,7.5,umol/L,,0
AOML,39,Dec-99,12,1999,SiO2,24.92,umol/L,,0
AOML,40,Dec-99,12,1999,SiO2,20.16,umol/L,,0
AOML,41,Dec-99,12,1999,SiO2,8.68,umol/L,,0
AOML,42,Dec-99,12,1999,SiO2,0,umol/L,,0
AOML,43,Dec-99,12,1999,SiO2,2.59,umol/L,,0
AOML,44,Dec-99,12,1999,SiO2,2.79,umol/L,,0
AOML,45,Dec-99,12,1999,SiO2,6.42,umol/L,,0
AOML,46,Dec-99,12,1999,SiO2,2,umol/L,,0
AOML,47,Dec-99,12,1999,SiO2,3.62,umol/L,,0
AOML,48,Dec-99,12,1999,SiO2,7.25,umol/L,,0
AOML,49,Dec-99,12,1999,SiO2,8.9,umol/L,,0
AOML,50,Dec-99,12,1999,SiO2,9,umol/L,,0
AOML,51,Dec-99,12,1999,SiO2,5.75,umol/L,,0
AOML,52,Dec-99,12,1999,SiO2,7.01,umol/L,,0
AOML,53,Dec-99,12,1999,SiO2,11.37,umol/L,,0
AOML,54,Dec-99,12,1999,SiO2,17.24,umol/L,,0
AOML,55,Dec-99,12,1999,SiO2,8.66,umol/L,,0
AOML,56,Dec-99,12,1999,SiO2,5.07,umol/L,,0
AOML,57,Dec-99,12,1999,SiO2,1.72,umol/L,,0
AOML,58,Dec-99,12,1999,SiO2,0.9,umol/L,,0
AOML,59,Dec-99,12,1999,SiO2,1.19,umol/L,,0
AOML,60,Dec-99,12,1999,SiO2,0,umol/L,,0
AOML,61,Dec-99,12,1999,SiO2,0,umol/L,,0
AOML,62,Dec-99,12,1999,SiO2,0.56,umol/L,,0
AOML,63,Dec-99,12,1999,SiO2,1.48,umol/L,,0
AOML,64,Dec-99,12,1999,SiO2,10.06,umol/L,,0
AOML,65,Dec-99,12,1999,SiO2,4.78,umol/L,,0
AOML,66,Dec-99,12,1999,SiO2,2.26,umol/L,,0
AOML,67,Dec-99,12,1999,SiO2,3.76,umol/L,,0
AOML,68,Dec-99,12,1999,SiO2,2.79,umol/L,,0
AOML,69,Dec-99,12,1999,SiO2,0.07,umol/L,,0
AOML,70,Dec-99,12,1999,SiO2,0,umol/L,,0
AOML,70,Apr-00,4,2000,SiO2,8.33,umol/L,,0
AOML,69,Apr-00,4,2000,SiO2,6.25,umol/L,,0
AOML,67,Apr-00,4,2000,SiO2,8.33,umol/L,,0
AOML,66,Apr-00,4,2000,SiO2,6.25,umol/L,,0
AOML,65,Apr-00,4,2000,SiO2,16.67,umol/L,,0
AOML,64,Apr-00,4,2000,SiO2,12.5,umol/L,,0
AOML,63,Apr-00,4,2000,SiO2,12.5,umol/L,,0
AOML,62,Apr-00,4,2000,SiO2,12.5,umol/L,,0
AOML,61,Apr-00,4,2000,SiO2,12.5,umol/L,,0
AOML,60,Apr-00,4,2000,SiO2,14.58,umol/L,,0
AOML,59,Apr-00,4,2000,SiO2,20.83,umol/L,,0
AOML,58,Apr-00,4,2000,SiO2,22.92,umol/L,,0
AOML,57,Apr-00,4,2000,SiO2,7.7,umol/L,,0
AOML,56,Apr-00,4,2000,SiO2,13.18,umol/L,,0
AOML,55,Apr-00,4,2000,SiO2,22.81,umol/L,,0
AOML,54,Apr-00,4,2000,SiO2,25.55,umol/L,,0
AOML,53,Apr-00,4,2000,SiO2,31.48,umol/L,,0
AOML,52,Apr-00,4,2000,SiO2,26.13,umol/L,,0
AOML,51,Apr-00,4,2000,SiO2,19.62,umol/L,,0
AOML,49,Apr-00,4,2000,SiO2,33.59,umol/L,,0
AOML,48,Apr-00,4,2000,SiO2,30.97,umol/L,,0
AOML,47,Apr-00,4,2000,SiO2,23,umol/L,,0
AOML,46,Apr-00,4,2000,SiO2,17.39,umol/L,,0
AOML,45,Apr-00,4,2000,SiO2,13.63,umol/L,,0
AOML,39,Apr-00,4,2000,SiO2,57.95,umol/L,,0
AOML,40,Apr-00,4,2000,SiO2,27.28,umol/L,,0
AOML,41,Apr-00,4,2000,SiO2,11.52,umol/L,,0
AOML,34,Apr-00,4,2000,SiO2,13.25,umol/L,,0
AOML,33,Apr-00,4,2000,SiO2,8.23,umol/L,,0
AOML,32,Apr-00,4,2000,SiO2,3.7,umol/L,,0
AOML,31,Apr-00,4,2000,SiO2,1.19,umol/L,,0
AOML,30.5,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,30,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,24,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,22.5,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,22,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,23,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,21.5,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,21,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,20,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,19,Apr-00,4,2000,SiO2,1.63,umol/L,,0
AOML,18,Apr-00,4,2000,SiO2,0.3,umol/L,,0
AOML,17,Apr-00,4,2000,SiO2,6.5,umol/L,,0
AOML,16,Apr-00,4,2000,SiO2,2.72,umol/L,,0
AOML,13,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,14,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,15,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,15.5,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,12,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,11,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,10,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,9.5,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,9,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,8,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,7,Apr-00,4,2000,SiO2,1.32,umol/L,,0
AOML,6,Apr-00,4,2000,SiO2,15.74,umol/L,,0
AOML,4,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,3,Apr-00,4,2000,SiO2,1.1,umol/L,,0
AOML,2,Apr-00,4,2000,SiO2,0,umol/L,,0
AOML,1,Apr-00,4,2000,SiO2,1.32,umol/L,,0
AOML,70,Jun-00,6,2000,SiO2,1.81,umol/L,,0
AOML,69,Jun-00,6,2000,SiO2,0.36,umol/L,,0
AOML,68,Jun-00,6,2000,SiO2,0,umol/L,,0
AOML,67,Jun-00,6,2000,SiO2,0,umol/L,,0
AOML,66,Jun-00,6,2000,SiO2,0.43,umol/L,,0
AOML,64,Jun-00,6,2000,SiO2,9.13,umol/L,,0
AOML,63,Jun-00,6,2000,SiO2,1.8,umol/L,,0
